,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.2211127085932886,0.6197587688012905,0.09672652046251097,0.03708473260052282,0.28647766494560856,0.5345859549565094,0.03752467439515354,0.10600645157084941,0.9433613238054469,0.5396030940687092,0.10359489145723856,0.12963704242755314,0.12349703440769189,0.13669781306527345,0.7270267840879171,0.6254117381353681,0.11110668621212547,0.37699511936938884,0.041267389240514575,0.03567852426099077,0.6635797411177728,0.34017714869036886,0.16201061943310127,0.3729228436369067,0.4732527486544126,1.0,0.035499173063910525,0.29423286574984,0.23324488082560693,0.214606803187171,0.05970142145098396,0.05376557365791112,0.03137797940755909,0.2114971610304196,0.0453073482027185,0.15888351681025242,0.27373938111180435,0.19275552919437072,0.2256457003616801,0.16419184108591667,0.04649880818210329,0.43204188306694513,0.14944489334791083,0.08342002093733046
1,0.1547028563092339,0.5327850654592193,0.22442498829281166,0.168142925437354,0.3078167510404643,0.39756109266549283,0.245616668241854,0.3454110995193215,0.797991802015659,0.6913048713579618,0.40482008616350385,0.6516101998508865,0.0912141058670616,0.2593007589810463,0.689154779592579,0.6376566532711907,0.3330547220640682,0.39487957210778357,0.1131537999721728,0.04985370330687394,1.0,0.23155614931082497,0.15835819995386433,0.6582922261541224,0.7859643131163989,0.5475803195067511,0.19454995862590488,0.39474395057292583,0.5057880062589111,0.33406386394054477,0.4560754820129034,0.27685465996981595,0.18600988126244253,0.11850012270170164,0.11999260995221415,0.3247106743141486,0.20207928416288654,0.28319836552014627,0.6283817397226151,0.04351752791806659,0.4171363800718253,0.2347363375005466,0.16471170858755582,0.1174997938196305
2,0.24132606441733181,0.21156957702583692,0.3036423115542243,0.10503759758720432,0.5255629671054215,0.29091638061335706,0.27607188675658983,0.12714506657402036,0.09323989717064526,0.11803243712105793,0.38173857426918717,0.0534316799579835,0.3138913121444638,1.0,0.09028549269181815,0.0728014078623487,0.12613242064703145,0.11122994307969823,0.19912882399324427,0.3477759712768824,0.03985686289435301,0.30655288955944965,0.34836107016198037,0.3272496040740411,0.15528936302282514,0.14703964665451763,0.24290887617908838,0.14382968974169832,0.21504200987709912,0.8180536681015621,0.20887873017974068,0.12979668948360096,0.8457045491214501,0.6067021957629583,0.28029504358261437,0.24781530025788037,0.2533342301644462,0.2833699311071167,0.05702337291471141,0.07580680591744847,0.15499770535755988,0.1640409626001183,0.6144473946426707,0.36049461126415694
3,0.23770099367409006,0.3968675778742298,0.33927894688447224,0.4877530201363503,0.4779333572844489,0.8719906965523423,0.15909490772163845,0.38779764134317557,0.7191283477116263,0.3908530581257116,0.10696877977159161,0.21357992911976978,0.13410789096437814,0.11855808886960441,0.3832010061081564,0.7559393562498402,0.5635503554012791,1.0,0.27360672410501774,0.12332497873828756,0.4635642557947586,0.3255901510280018,0.4162041608645301,0.8913091916658338,0.6067555052662664,0.9146323750797403,0.2289809533786558,0.3276779564996771,0.44926962222874683,0.3761210551878401,0.1519494390336042,0.15765673238818223,0.3510866029635284,0.23293391850210654,0.22898742419779147,0.28999074923543233,0.17214362414294568,0.31028862862158896,0.17031396985232033,0.35728046382249784,0.4567612669004068,0.7051203548370444,0.3268258650118432,0.2080222079140108
4,0.1218642845266884,0.849732603412043,0.26179018939439214,0.04085913871505489,0.29698868316427435,0.4575568400619581,0.1419010511517307,0.06507008194984087,1.0,0.807314363966635,0.03335721529521359,0.04726945431736634,0.05593224637878881,0.09843361917813745,0.3669332911304865,0.741280976933911,0.2543146474939459,0.535139055957556,0.01989665751027147,0.008619128938710415,0.9881211939191455,0.08233004461955463,0.5302313227970575,0.8678428121594716,0.5385011495470594,0.6738040045845978,0.022099353230078552,0.184710591322738,0.3404214069577667,0.17129489248993934,0.07673067342224694,0.042119930181072934,0.20750888691355696,0.05909755736894254,0.03478640794429881,0.04115232564442055,0.033679136448852454,0.10682255826493409,0.12344722274947535,0.07141883186808388,0.48029120541782183,0.39782782746526496,0.05953406167147728,0.052014330778340036
5,0.18921390413023112,0.3894077688167427,0.2671503502303479,0.049289049759606234,0.3249829178004248,0.3947792350216987,0.25277900671445164,0.17331282827537517,1.0,0.9001985435083568,0.10273263704548463,0.34834492894811453,0.09093873733233707,0.17869768151600887,0.7875616428278444,0.5000215418655494,0.13895973128140304,0.31381297670626884,0.062451479150912224,0.1066378237504361,0.46907237756963466,0.10833442526361181,0.12022458478588893,0.4660965768810599,0.5225065517921839,0.4389826540668876,0.12800300544998156,0.4420734990100732,0.589053211744965,0.24124420452904896,0.1296974771820675,0.2090705538778091,0.17807004712760144,0.23469022148523574,0.08592810912631157,0.15820601167803167,0.15700815772015597,0.19261539528877689,0.19268119515743037,0.19284581690111977,0.21690090652391927,0.16334204664732885,0.2503008879503094,0.17431458792347224
6,0.02314334202956894,0.4196404449560333,0.15892346077582384,0.015146812398126147,0.2849677808190728,0.5350780819434631,0.31158524404684523,0.046819342434957806,0.9787880053889041,1.0,0.16063274636302957,0.03022925198660301,0.04069126965714245,0.050147644770973575,0.5476894112935657,0.7853145415462581,0.02837615779621321,0.30323290076873155,0.017307040418672537,0.018099204123212594,0.6426248171078492,0.3674692376231058,0.16783279935142606,0.63075952779358,0.5595816569475153,0.812963571189295,0.025823225838453815,0.07355588887653311,0.31804507462885573,0.06574436249399936,0.22078622090742214,0.11737432437189937,0.203731080836843,0.19474653030811198,0.5268567385696372,0.046105074593544744,0.024680250484677715,0.15609304287245362,0.3059513028474207,0.031273495149910596,0.21710998048463864,0.464906234429876,0.05585511082675967,0.07819818646268939
7,0.07531775710879525,0.402033204544953,0.3089673613774585,0.04218700181118774,0.2616047531642362,0.4207930957557949,0.11908703450979484,0.10805112918854065,0.9006150301373799,0.9256371257559045,0.023014789615894645,0.2389902019654313,0.07364264368264971,0.056944196350488446,0.6621052876350814,0.5647267491159289,0.20736332665182944,0.3957269821792846,0.056829117928662236,0.07621846362074715,0.40233060427480305,0.18264279818522472,0.12327063639291497,1.0,0.4472935879971539,0.6374126964188214,0.04881341900160883,0.3862110372945571,0.3488400756220222,0.16615979546892765,0.06083898922726746,0.047720779993065225,0.023611181898611614,0.2393756529957679,0.054588338852372326,0.07492158413244988,0.09925404952937583,0.030553270398768134,0.05680261493141562,0.29487038311622876,0.15343642529554868,0.10307326352860625,0.09445738506005355,0.030511966048834684
8,0.3563007800176299,0.1367566206689841,0.43991920070093044,0.3996583383709157,0.38362002987967464,0.17491647816119474,0.30938365611699875,0.31330143111314335,0.3760676774107443,0.6201463901702451,0.4256804581406531,0.5968685770499254,0.2566000985296087,0.5921529081280231,0.8222566674846071,0.5145300493859541,0.3975570598115591,0.23015261137597906,0.41521026376300674,0.3902524568416839,0.653398820456516,0.6238941560164579,0.4285911717111727,0.5923413569859985,0.4966119115832134,0.8849746430578215,0.47897639895499483,0.6526335848747682,0.5169142568056349,0.4353583349510524,0.630511531839353,0.7798096668656078,0.2596479998385341,0.18222935084365235,0.6233876989643496,0.31495558923072176,0.5441775063269019,0.29942952337589945,1.0,0.21478108983198912,0.7061913642364652,0.6502508876175742,0.39570953482169136,0.2999293117423273
9,0.4997991573781807,0.1626326889065881,0.15814089193514172,0.2556269747212054,0.1895623620664085,0.13100844562052247,0.20352840772564182,0.437833461613616,0.13538383582471647,0.20399098565474827,0.02912812714872821,0.1319205362844073,1.0,0.6077744746004847,0.1379547076542358,0.11828857468452449,0.30037443430042404,0.08234214352336071,0.049126603892609984,0.06329723555201157,0.0868100069250346,0.14331850837281954,0.12170055916636788,0.0930335337256362,0.1876596224157602,0.09533693367349487,0.3663137134049734,0.18261249151622053,0.12115213659385762,0.5471606925830942,0.1279586722405788,0.04959910189421077,0.09237217748143833,0.4346403325923471,0.1947757090036664,0.08961853893165157,0.2690410740009929,0.11959159668061736,0.22287628510344712,0.5788995665754633,0.08190464251750858,0.5124135191365874,0.07748962724732394,0.031548466110809886
