,EC_Multi_layer_EEG_right
521,0.5419535981373844
522,0.7622143017377473
523,0.9279019339078426
524,0.5352057040372245
525,0.5675788562924599
526,1.0
527,0.5347389257759706
528,0.5156826602370167
529,0.46910361418589486
530,0.47342114443573907
531,0.531949467578382
532,0.6584112064960134
533,0.37109274772470463
534,0.37495862500727734
535,0.7876624305029121
536,0.496149770053226
537,0.2106277624218918
538,0.3449296404999052
539,0.5121227963723974
540,0.2467156285792526
541,0.4243409586760398
542,0.395185715396266
543,0.5191501330986736
544,0.2689993337831696
545,0.3759175455602837
546,0.466926527294682
547,0.2831380944121504
548,0.35608541386159737
549,0.4072553778933772
550,0.3673216561796015
551,0.3783691087474977
552,0.574174669597097
553,0.3256520167648301
554,0.5952441794311307
555,0.30432117200516806
556,0.5371753739388341
557,0.37407079948300437
558,0.46908989428628295
559,0.5768086785473607
560,0.4035903482293537
561,0.3617009791648526
562,0.3709165393626075
563,0.2654731342862892
564,0.6016618082843926
565,0.48578462333724975
566,0.41382418809321814
567,0.5106478192459054
568,0.4361128871206753
569,0.4394090804295138
570,0.5046890825261735
571,1.0
572,0.36351900631816825
573,0.34545006567459635
574,0.28013660682497266
575,0.45236299212320275
576,0.2090457998800793
577,0.5885520156164323
578,0.5050186184236969
579,0.27362471428559054
580,0.4371517183214444
581,0.42757403425389623
582,0.40197131394300806
583,0.40769412787946396
584,0.4912247381024056
585,0.42168915726806894
586,0.6705158114889419
587,0.43266373176816036
588,0.3735052551853125
589,0.3747286148720703
590,0.37198644310704043
591,0.27950337356078014
592,0.24149919990225766
593,0.4962706850744954
594,0.46278505677255305
595,0.22642433718081878
596,0.4746405151639261
597,0.34358337293391816
598,0.7851864414750175
599,1.0
600,0.44375747646910174
601,0.3520549243611601
602,0.3523472669670696
603,0.30942086106132993
604,0.37757099869985067
605,0.2858187448478539
606,0.3357380753648757
607,0.34583274714993756
608,0.38834235253224764
609,0.2368007255891979
610,0.7454317013337203
611,0.5272969969136054
612,0.44405053709299963
613,0.3674140448358736
614,0.31448633050635144
615,0.43640324943149467
616,0.4048640810587403
617,0.32471849548675047
618,0.5959128973974965
619,0.4094974474363463
620,0.29175493232587724
621,0.44842166650656295
622,0.5522828367273798
623,0.4252239637321719
624,0.30558050769875383
625,0.3783197912243519
626,0.5009720761915424
627,0.3327381616738609
628,0.31597394511750554
629,0.31017022166622465
630,0.46581165249713885
631,0.30442246168725184
632,0.41621051539259807
633,0.36977519223455685
634,0.3442429130253605
635,0.5173880072802013
636,0.34555630483600946
637,0.2828149697283728
638,0.6084384014812049
639,0.641166406122617
640,0.3662846185590996
641,0.8264266942050171
642,0.5738199793050641
643,0.4009796594040024
644,0.43476750495336997
645,0.49499488608514597
646,0.38338909660873904
647,0.4700908836372773
648,0.47697579160056947
649,1.0
650,0.3957598157055452
651,0.31765803157327344
652,0.2217570910104954
653,0.24231202215606687
654,0.5955935591524546
655,0.5874626228966735
656,0.4624853339038195
657,0.6031485917495198
658,0.305876072083219
659,0.7957331978932347
660,0.2279385339755673
661,0.2913624888112585
662,0.3119776823432871
663,0.5304139599591072
664,0.4750444657386863
665,0.47287012923914
666,0.504999232862936
667,0.35886460568838796
668,0.27094132432742885
669,0.6593082647771441
670,0.5155613235488259
671,0.3913327999163907
672,0.34098965770276973
673,0.44929646663626743
674,0.35495092334007955
675,0.5666491676504749
676,0.26596916506006135
677,0.4622873428555411
678,0.22556140770690059
679,0.20910183377509028
680,0.31357093287463234
681,0.47097721380381563
682,0.3499192428917731
683,0.39187437542140385
684,0.48696384230414486
685,0.36756511073937803
686,0.2877556709992915
687,0.3346860941203092
688,0.2745109103016377
689,0.4414478297093609
690,1.0
691,0.39874419270745715
692,0.22502231085612306
693,0.24602223514685073
694,0.21717886884787932
695,0.36073666627646794
696,0.13687488176939186
697,0.36559339382938866
698,0.8192325494428226
699,0.5909215157089496
700,0.2890268586071906
701,0.24132895399187215
702,0.351312720788827
703,0.3263074034920016
704,0.6235367088145402
705,0.416323277341093
706,1.0
707,0.5913344337488896
708,0.44726703167173815
709,0.2977115063632998
710,0.5035967072787337
711,0.40594202100214766
712,0.3800142044667821
713,0.5819131748095191
714,0.597107514263986
715,0.5950528293284649
716,0.4449668484053083
717,0.7066805008893632
718,0.43441033073090357
719,0.7349721844361107
720,0.571922930647503
721,0.6818832420777505
722,0.5020032684208765
723,0.6172105333966401
724,0.4498362754948981
725,0.7684412911726609
726,0.5667194139994254
727,0.47005448514624043
728,0.48151894353944324
729,0.670834274533672
730,0.8050835612735557
731,0.3738883322844907
732,0.7532127961120264
733,0.3725789573822002
734,0.7250217447512797
735,0.4878144425297282
736,0.6123141802956823
737,0.5065445112915495
738,0.3991090710749685
739,0.476565493468571
740,0.40390384245334715
741,0.6375811440586889
742,0.4142563687457253
743,0.5537482023157886
744,0.41549753241795473
745,0.432891493316233
746,0.4295282225706471
747,0.7273879770795307
748,0.5269110260495107
749,0.371841069468167
750,0.3674238339108824
751,0.3453988032513301
752,0.27945183144858565
753,0.2948561144754916
754,0.28951183285938864
755,0.31101759349632047
756,0.5166553709576112
757,0.5538029618110307
758,0.20905910545169457
759,0.2999361699024607
760,0.37417649319966595
761,0.20408094516790612
762,0.41495696455840464
763,0.5240425538791988
764,0.3446644795766103
765,0.1509816452656452
766,0.45505865305218374
767,0.4789681975561033
768,1.0
769,0.9426877329254283
770,0.30101608200465285
771,0.930352186146991
772,0.39400555129306053
773,0.5652473248973294
774,0.4520213110448683
775,0.24010753096500292
776,0.46761444266261354
777,0.2301522306803663
778,0.2454549246796119
779,0.42563890830171985
780,0.2427114159873477
781,0.5718270989890362
782,0.33808374417426146
783,0.581226512564557
784,0.34380615401964876
785,0.45588728612500745
786,0.1750885357183708
787,0.4045050580762696
788,0.4875107953335428
789,0.3701079012869086
790,0.48633359212246835
791,0.42117364269541774
792,0.328912222809988
793,0.49869852356399347
794,0.8071525744733016
795,0.34404684955098086
796,0.7522940946409297
797,0.5461961509613642
798,0.3992223076896931
799,0.5009923602344492
800,0.5313996624669578
801,0.280947506032911
802,0.3881904568954712
803,0.6181913241916946
804,0.3799506789848516
805,0.5395286995287841
806,0.47671992857291756
807,0.5122779299766644
808,0.4604693091257401
809,0.3633271959876705
810,0.38506389705181315
811,0.5586154595504121
812,0.5538702558496024
813,0.29692788718970403
814,0.6535859366361855
815,0.27862167113368497
816,0.5727764105815449
817,0.20576103993665626
818,0.3208047348586932
819,1.0
820,0.23829823685139864
821,0.2898001921654652
822,0.2569854887840689
823,0.32517121643000424
824,0.3963106681865978
825,0.37381810259182086
826,0.5010051468757648
827,0.3323507689306936
828,0.3502117448765833
829,0.6933257650954009
830,0.5437014876901735
831,0.6264280758020924
832,0.6303002179413502
833,0.4561651762537241
834,0.5233531475024251
835,0.3106780464795603
836,0.25049540886996513
837,0.19205528263529642
838,0.3772799149497707
839,0.41162855714922614
840,0.17951153191396652
841,1.0
842,0.2903963053747494
843,0.2466506589413508
844,0.2598477216837289
845,0.2903585277866461
846,0.4680187936588774
847,0.3430349619115379
848,0.4507458324731443
849,0.7125324222830259
850,0.42375508856426075
851,0.30508345135294795
852,0.5542454475494202
853,0.4017920546453149
854,0.357345477662484
855,0.17569795876215916
856,0.46041346176022974
857,0.569912750338863
858,0.24442511522612256
859,0.4291976792598669
860,0.26412709684514074
861,0.1509691991031159
862,0.2991542068387863
863,0.31888704714298566
864,0.21787797675379908
865,0.4188187363459203
866,0.5930460854840701
867,0.37248195465976763
868,0.36156378246477766
869,0.4020865795219599
870,0.3274157398158593
871,0.23817519326516715
872,0.31483541792727504
873,0.5799679087372549
874,0.491337461610017
875,0.294850760582943
876,0.331727088099993
877,0.35021554867926025
878,0.2054059232020507
879,0.24622877140869426
880,0.7329385199645616
881,0.35495528040174534
882,0.3308147101048686
883,0.41477435645502336
884,0.6632148958517265
885,0.3892004079031658
886,0.702149505914769
887,0.3958246549971927
888,0.46332921657077003
889,0.3531664352952776
890,0.2890751854765628
891,0.39739715358176825
892,0.6133425111715174
893,0.32886376978268567
894,0.4380209781421155
895,0.39220427037480265
896,0.5894928810012201
897,0.251050374802637
898,0.6406993079911971
899,0.5627046414163825
900,0.8034350445197707
901,0.5588439870189061
902,0.39833410813026715
903,0.3984251760596418
904,0.4749633255998006
905,0.4524806326147466
906,0.47919560706364006
907,0.41196144809996055
908,0.3922118392992396
909,0.31765411376475144
910,0.2646984027486806
911,0.5932449904208031
912,1.0
913,0.29268787494554854
914,0.6384612962322213
915,0.25920576438087534
916,0.4749254159255101
917,0.4316369913572721
918,0.2912874441222457
919,0.48188330892919456
920,0.49159206255689125
921,0.30841285450937983
922,0.7721113818382543
923,0.42698868847534943
924,0.7261938987491682
925,0.5010244881474673
926,0.6858679798552136
927,0.29454466193343337
928,0.5654178540067356
929,0.43806905119919454
930,0.5607741817377516
931,0.6008712126749857
932,0.45082136460147093
933,0.9338546584236099
934,0.6415932252627374
935,0.38004754903836196
936,0.6241054129157287
937,0.4926883326698487
938,0.6330595772477056
939,0.3989781645438
940,0.44144353695149907
941,0.5622384862982522
942,0.4284984393118012
943,0.9513652462774649
944,0.6292863619975216
945,0.5626310595788666
946,0.8655554636483805
947,0.7339350186819918
948,0.829050482614243
949,0.43153854500489963
950,1.0
951,0.5692013109821861
952,0.45098920315916635
953,0.7074857107902692
954,0.4343320399902546
955,0.4738754395707499
956,0.8989038492095026
957,0.8686921204642913
958,0.4662180450481534
959,0.3297888009079839
960,0.7433257506496435
961,0.6881977342518775
962,0.4606283602538035
963,0.3837338017119586
964,0.42030131283387134
965,0.5469005210749419
966,0.3225523824570854
967,0.4464621278197171
