,EC_Multi_layer_fNIRS_left
409,0.11166819248329077
410,0.6230495421598591
411,0.14441276197134942
412,0.6027868361592618
413,0.6759773679547784
414,0.05819845006894432
415,0.07177559662917307
416,0.7134352190843535
417,0.025796189774919053
418,0.16404670475783156
419,0.42639501334446017
420,0.5870429594342648
421,0.6402953476486452
422,0.06104330781193226
423,0.5438996746137272
424,0.8054357910630688
425,0.1866181894015329
426,0.4208940300507416
427,0.18868694453048845
428,0.08968501916085991
429,0.43121034451245294
430,0.13661564635214923
431,0.11843692406876327
432,0.04228605065976609
433,0.048995926058917935
434,0.09361459896833577
435,0.08034490963182589
436,0.270874874532241
437,0.339272022719728
438,0.0854134128123706
439,0.05094354703187836
440,0.17997586743274663
441,0.6891848552525459
442,0.758623445339477
443,0.2015689104499801
444,0.3129542706115381
445,0.564425741274826
446,0.38077376592945295
447,0.45185314838383683
448,0.5834927181952398
449,0.8858554633536815
450,0.19112690567792284
451,0.42736335380974233
452,0.12675222137347947
453,0.05572693512623482
454,0.9528068973783896
455,0.5705669720946008
456,0.6381107441584435
457,0.881514186728806
458,0.0742267860913827
459,0.1297226181190639
460,1.0
461,0.2551611986267769
462,0.2618290868089597
463,0.5682113046081491
464,0.7668949100379602
465,0.6404992209576365
466,0.04010382074702422
467,0.4182074126157329
468,0.825946069302486
469,0.12876156777921277
470,0.31670309769733407
471,0.20679680199230221
472,0.09586914069085026
473,0.5724066468886128
474,0.45776132941800673
475,0.16073537295794804
476,0.07416544337127573
477,0.12749988837935994
478,0.4298256025746495
479,0.3738402031567042
480,0.23707590810845994
481,0.911990028771039
482,0.155696302447652
483,0.017528352734192114
484,0.0643988286708595
485,0.20977369746724225
486,0.09272128033320934
487,0.16511252019943795
488,0.2811107433904517
489,0.39102372312921074
490,0.0912287471323461
491,0.041987434111253705
492,1.0
493,0.8768160165939645
494,0.025584816934384157
495,0.22967188702514374
496,0.03891555843623449
497,0.1714258824756073
498,0.5939846332120807
499,0.5280964195330112
500,0.09113559084438007
501,0.4542825146069234
502,0.040388445800891855
503,0.03508753948447529
504,0.4406508348818065
505,0.05042197010213628
506,0.08794760840080582
507,0.7620521642896766
508,0.6483547546109181
509,0.33362789286866185
510,0.038954030671021544
511,0.40466978652925983
512,0.478671549505962
513,0.3534380615090054
514,0.10879940340726268
515,0.08402618967087948
516,0.03281623593329836
517,0.16127122662367954
518,0.24588230799210892
519,0.26563496257408387
520,0.13145420210130843
521,0.23468050559848397
522,0.10387748054024826
523,0.01939213237389612
524,0.08101476854912214
525,0.06221849619872009
526,0.04227159884109305
527,0.04639992267102933
528,0.059480017341774764
529,0.7001564506969974
530,0.6115184536575353
531,0.1177937554557254
532,0.3742250447181309
533,0.39776309849752517
534,0.08597142782140063
535,0.38493186845380417
536,0.3449425035053399
537,0.5639901911582108
538,0.0734858012609936
539,0.42603142942617084
540,0.11855080709096183
541,0.3147435124169626
542,0.49956604553099876
543,0.331089032585826
544,0.3940835610924514
545,0.6354039334919397
546,0.07499057177876864
547,0.13648570846127608
548,0.49598455154106685
549,0.05994932367494532
550,0.6710998374544193
551,0.279925231593713
552,0.36208450659226776
553,0.2852586354396865
554,0.3765293349702273
555,0.773057434434323
556,0.6589759513709571
557,0.21991953489172875
558,0.2401082467803388
559,0.12784571130947794
560,0.23557015586474503
561,0.1648965425813841
562,0.16745475177476812
563,0.2498915601834198
564,0.06707139293517722
565,0.10602246060932072
566,0.22270745253971425
567,0.34840958440057795
568,0.3729994043485184
569,1.0
570,0.1605278647203834
571,0.24547058319755719
572,0.9877081840290481
573,0.006123771391343133
574,0.0024874956899106487
575,0.5567245274695185
576,0.0031441781398555235
577,0.026627011641226304
578,0.28368808258713163
579,0.006412707319870972
580,0.014295693691172003
581,0.0045165009101558245
582,0.15163953137357225
583,0.49038577787399323
584,0.5368145380382692
585,0.40055832846925904
586,0.006313976552988129
587,0.018665735670745566
588,0.014462227575049579
589,0.019763638324600364
590,0.13921839354831708
591,0.12220078888827607
592,0.010568508705325831
593,0.14436825198735184
594,0.02624746007724869
595,0.01927633485399186
596,0.021183358325957136
597,0.0049505830779429634
598,0.07460006200584543
599,0.030336537645469463
600,0.0024067217700284014
601,0.06780651366764996
602,0.3633391476276554
603,0.2756956561585824
604,0.33522919844322135
605,0.007121752416993051
606,0.21272650000092297
607,1.0
608,0.011280940874290572
609,0.6332881291497061
610,0.03534404326063472
611,0.0017374458507544417
612,0.003254603146510805
613,0.0035538101356915766
614,0.30272264571009205
615,0.005117579461325838
616,0.7331718698843511
617,0.344047099508816
618,0.17635806602311446
619,0.11226009959173802
620,0.30517366223036746
621,0.36325414467750794
622,0.1751183583082596
623,0.4052260364314456
624,0.684491628200667
625,0.4348430800183647
626,0.17874238105750573
627,0.2785909151200751
628,0.8494478367422008
629,1.0
630,0.9551598188629997
631,0.7695623627769378
632,0.4384577458749476
633,0.4436969868503563
634,0.27641844725115206
635,0.3054704767346102
636,0.5820691341006491
637,0.0726820757011871
638,0.2050349778172464
639,0.7692942960822114
640,0.4186862342282562
641,0.6676609004967368
642,0.49132043130958614
643,0.12357468999067961
644,0.2803456394900327
645,0.8231667578695727
646,0.5307247640875429
647,0.3021705776354844
648,0.18894660222046428
649,0.19505543431838612
650,0.2141516304338411
651,0.331636224561926
652,0.7707381217584883
653,0.5447712861080278
654,0.8762977219229117
655,0.29942568289095245
656,0.3881493121852445
657,0.26737897590079096
658,0.32130149642612515
659,0.2247895562402134
660,0.04974396432520969
661,0.2826626409819316
662,0.06040520139831218
663,0.08411489285089914
664,0.5173392853944131
665,0.33848727158489367
666,0.15911357219187433
667,0.04744723046214013
668,0.5397607004633436
669,0.7225066614553972
670,0.094209218166837
671,0.1278599969659917
672,0.06602826300084533
673,0.07159858866971565
674,1.0
675,0.40245563172693505
676,0.11107796917515378
677,0.6235262961291224
678,0.05068099984065809
679,0.09590669003710695
680,0.2886092615647842
681,0.041251432863735234
682,0.17085187655431397
683,0.6223569815517742
684,0.2909638107066642
685,0.327182812436517
686,0.03995620163520007
687,0.32088284366003106
688,0.426862284604411
689,0.18944930478581332
690,0.13887831875315282
691,0.10052001496364149
692,0.0911651043891875
693,0.15011178299943023
694,0.15644768224357303
695,0.1890298869102198
696,0.15410326422426293
697,0.3200390305012375
698,0.10987592685088736
699,0.08787264020614922
700,0.09702347104835707
701,0.18539434787762016
702,0.1394931955058931
703,0.06637389157858478
704,0.2801843395526817
705,0.3078480914480345
706,0.2934435719382079
707,0.33321221743378127
708,0.5668928463930888
709,0.6674347433105107
710,0.055467104742858445
711,0.6588268051084225
712,0.6494494715612977
713,0.7880138462649295
714,0.11888474507755753
715,0.1570389209053763
716,0.6234544471014244
717,0.16414255855155213
718,0.6069365592596707
719,0.30027844902510714
720,0.9330363028897923
721,0.9462254165068315
722,0.15478626422087474
723,0.21796467769320615
724,0.49192073206795844
725,0.245926131917848
726,0.4100225005582567
727,0.6634392617348648
728,0.8853742583213928
729,1.0
730,0.44439536647968286
731,0.5317195808056903
732,0.619818588984087
733,0.4908580546929033
734,0.13426939267748567
735,0.4989965816201298
736,0.2290622568813717
737,0.3653913972671702
738,0.3274125838825853
739,0.28671134616972027
740,0.21726667076024683
741,0.1352886295514267
742,0.6939717806616185
743,0.5504110288401611
744,0.41858006946386045
745,0.3885208737059841
746,0.13979009208741294
747,0.2402053185362057
748,0.3542441832944827
749,0.24260838945022642
750,0.33150978771961187
751,0.3764483083204362
752,0.2902224511046255
753,0.34232537301889465
754,0.1085127396104572
755,0.19285767653749394
756,0.24456289517417637
757,0.2319698577790381
758,0.42281581787588857
759,0.3790834017932999
760,0.2881046159855745
761,0.10838682968577046
762,0.17175609811696896
763,0.25603203115632356
764,0.1974578444713157
765,0.30818562464512494
766,0.8775038523735065
767,0.47737520099978137
768,0.20942986161336077
769,0.1049614506557757
770,0.40689002132815855
771,0.12624053861536105
772,0.2949800766710218
773,0.18754823999235182
774,0.1769241882436133
775,0.24285943564538934
776,0.38288310855820235
777,0.20650842832589938
778,0.14141464871147807
779,0.3139374406827265
780,0.13572926761459297
781,0.2042309556236229
782,0.16119021549350002
783,0.42486883167635203
784,1.0
785,0.33582437210828436
786,0.15682380206652602
787,0.10135621623263132
788,0.19344854384074034
789,0.13342297956623794
790,0.5801463663852267
791,0.08571344567656798
792,0.057594657414750866
793,0.11425216374281723
794,0.19810009442758242
795,0.018761341537304174
796,0.18424846108182588
797,0.3717721850668659
798,0.08397635546278319
799,0.07467013633547474
800,0.6893677296813001
801,1.0
802,0.02994135739547805
803,0.037578457365790206
804,0.057594057958690284
805,0.1894304340173063
806,0.4128018946684234
807,0.5377032996935368
808,0.4626572351822869
809,0.9462081947512083
810,0.03473219162879639
811,0.031139643254824097
812,0.49046883200594815
813,0.03869069680053171
814,0.12630709794372666
815,0.6966374850003705
816,0.36665817762256414
817,0.3707184332946818
818,0.03266030770173056
819,0.11152670268299304
820,0.2341715604352776
821,0.40281101764331073
822,0.016763489846875302
823,0.21564760233747546
824,0.09967250028813693
825,0.04546423277419189
826,0.17779633972390643
827,0.1117721802351169
828,0.04794240279392273
829,0.07364208364024345
830,0.09722473770965384
831,0.036406603332720236
832,0.11832117505168603
833,0.22466339871879745
834,0.028436799323008504
835,0.06333937471768548
836,0.5011988512285177
837,0.01545622586520343
838,0.06888339427865936
839,0.0457319935942881
840,0.03835429856503198
841,0.03488546493773478
842,0.020715602780006368
843,0.3274114263596325
844,0.02904174712679132
845,0.0331182897123717
846,0.03192099114402612
847,0.6026629283337647
848,0.2310795627852687
849,0.10888120125805098
850,0.0269941401506173
851,0.05788102101362294
852,0.17739784095756195
853,0.027949874671003336
854,0.2036611484049517
855,0.49511515001520134
856,0.025568970141934166
857,0.1057323711586728
858,0.33682501829771444
859,0.009984689394604986
860,0.017635474344840037
861,0.02078557245259286
862,0.18238978708291695
863,0.40349620969773475
864,0.012712694552107277
865,0.0823083780650341
866,0.05069658864257426
867,0.017039136025000647
868,0.01593324265883098
869,0.623688874434591
870,0.02885445483086292
871,0.2666403188069783
872,0.5643371794730895
873,0.03288355761205771
874,0.16755237543277757
875,0.14528468910012288
876,0.07581192716018771
877,0.03328165970087416
878,1.0
879,0.028399346666179378
880,0.26005212706839054
881,0.18859883584394557
882,0.3892761788643779
883,0.4556746836502184
884,0.37523436683772
885,0.4956979042414692
886,0.23828261942041193
887,0.42273650635872767
888,1.0
889,0.9320915634050183
890,0.18671104384407788
891,0.38880447480976565
892,0.3606953500707917
893,0.12496539071761091
894,0.7555777330733637
895,0.3990530760958161
896,0.6401642252157724
897,0.7646011674366588
898,0.20442166308778922
899,0.18746310641128966
900,0.6216449828228157
901,0.4158838632230385
902,0.5114559669709117
903,0.6242343788793386
904,0.6089894928865818
905,0.6529174970797216
906,0.3702114582856215
907,0.3820399590473242
908,0.4795767543710533
909,0.19200188208729124
910,0.6258143454367929
911,0.2047647769576933
912,0.27069294240651676
913,0.27698181646628317
914,0.2937685181851181
915,0.28556276860083796
916,0.3280017132398843
917,0.3232994162504362
918,0.5012288952756851
919,0.2311854001544636
920,0.5236748221329056
921,0.29236516611822133
922,0.41778527692112066
923,0.10317289974166306
924,0.7553207709020091
925,0.01703355312494814
926,0.14262469047528356
927,0.2566764493813339
928,0.1624095500545024
929,0.09367744963878917
930,0.19553777947766596
931,0.1700211238331211
932,0.04824319420071517
933,0.016057683014282294
934,0.15829062698739962
935,0.6565343559168713
936,0.21497020588076238
937,0.2847285672328528
938,0.08866372999814386
939,0.06500951942152335
940,0.04370072489356543
941,0.053976328330163074
942,0.3442782445240422
943,0.1591577122794655
944,0.039113365887892645
945,0.33568589337673976
946,0.4003041083080241
947,0.05820590553865613
948,0.038182798646106256
949,0.06075309616524352
950,0.09464901420902407
951,0.5203144144363624
952,0.053619351906182416
953,0.3732569062858879
954,0.08029521993684328
955,0.1818604839511696
956,0.22710224211029362
957,0.3616474049406944
958,0.5757142179430523
959,1.0
960,0.1563420564756557
961,0.5218875138799638
962,0.07041508364130575
963,0.042315655343262475
964,0.20743355811834527
965,0.04098857076813762
966,0.34044870832135243
967,0.07065539956387645
