,EC_Multi_layer_full_right
595,0.20363025063533347
596,0.3469079833495469
597,0.2983611175368046
598,1.0
599,0.5860999623547747
600,0.45327497594059557
601,0.4160955933359949
602,0.27584094924960806
603,0.21945346393129575
604,0.40151141373542415
605,0.23405750611526394
606,0.32484576018831757
607,0.4127360941917429
608,0.30784742770363227
609,0.24032952163589166
610,0.7024854260324417
611,0.5963589998109241
612,0.42414956656731273
613,0.2814789177738964
614,0.21064894729528638
615,0.3244168179730106
616,0.3282021135832226
617,0.2515414154434171
618,0.37950725198452334
619,0.37779146162329713
620,0.2228132999212947
621,0.38086089260227796
622,0.40295663609442134
623,0.26301423597629575
624,0.2735878732869185
625,0.3875993281560573
626,0.4340045283408324
627,0.273159368307699
628,0.22600100193188033
629,0.2577839500909893
630,0.43895522476059856
631,0.26175491649584365
632,0.2715030083502984
633,0.3046279977356089
634,0.24656524827003534
635,0.5747934977768202
636,0.2553078646806648
637,0.1590515768042116
638,0.42847477845665677
639,0.7411556568521575
640,0.45822593914624016
641,0.5743146985541505
642,0.41918781386475873
643,0.27216769701862525
644,0.3364231471273001
645,0.30279226555688676
646,0.2413821659852791
647,0.3834731372482077
648,0.4046249712460102
649,1.0
650,0.3320218865501433
651,0.2841063383562065
652,0.17874028788197333
653,0.18660003121334104
654,0.4445814196197338
655,0.4283979299182257
656,0.4920164913501592
657,0.3809055388408797
658,0.2714934019072472
659,0.8208460673046373
660,0.22854147550763826
661,0.32283188847146393
662,0.3201199929699122
663,0.6334224096677378
664,0.3340740670450895
665,0.37265419437032665
666,0.7704926701201169
667,0.42594621639179797
668,0.25628686928594036
669,0.4071727491203202
670,0.45990765346000273
671,0.26945944895022
672,0.35783091762834457
673,0.40943909570200493
674,0.3467888166925882
675,0.4268975177024203
676,0.2146721157784613
677,0.4115229274827426
678,0.18920918247342644
679,0.19093857489524896
680,0.23745443424211918
681,0.4307510323378125
682,0.2618889763766741
683,0.2985087379796737
684,0.3527156108268951
685,0.42797212410665103
686,0.29145030742944056
687,0.27796422593607206
688,0.25636337774569756
689,0.32481577910274967
690,1.0
691,0.2837983112209311
692,0.2273328290944496
693,0.17605653490698037
694,0.16282029397917286
695,0.393898364854373
696,0.09897107851948839
697,0.2535548792780443
698,0.8385026303978893
699,0.4068302092561695
700,0.23642323169182566
701,0.28107698099686185
702,0.28718413944328414
703,0.3177279906657244
704,0.6158189566717884
705,0.45244059578570844
706,0.9907553262562003
707,0.5343996868727168
708,0.3550811572812389
709,0.2732288592955271
710,0.4561988096243645
711,0.3960734666676486
712,0.4186007344228047
713,0.5440582866015766
714,0.5533683563797516
715,0.5721533430243539
716,0.46185555171663834
717,0.8397503489264666
718,0.3923330347376757
719,0.6165887875533366
720,0.5440717157468314
721,0.9538717737406562
722,0.5937446009293817
723,0.7065958997263379
724,0.4333055652919645
725,0.8500145680048586
726,0.5190543481260076
727,0.6018676403053412
728,0.3724206804902793
729,0.5067344450858134
730,0.6319825353238749
731,0.33150259233597307
732,0.6437384065889447
733,0.3897961223277807
734,0.9008749610358597
735,0.41520151668592653
736,0.5045923106308299
737,0.4496122516733909
738,0.37887178815070244
739,0.45493082651993605
740,0.49741460542105775
741,0.6676598171690081
742,0.361083710268206
743,0.537499059997751
744,0.3662298715962662
745,0.44447685642072554
746,0.5277679823012867
747,1.0
748,0.37196267436782293
749,0.199492352328274
750,0.2104386622918699
751,0.2691456003945769
752,0.15876035280776585
753,0.1515242659441055
754,0.2591593677707311
755,0.1568580179463566
756,0.3414685976286317
757,0.2743722816059999
758,0.09754850785964614
759,0.2188714777616428
760,0.30022858189821217
761,0.14576067163439418
762,0.1899243147840333
763,0.24745143129912905
764,0.17259380259413595
765,0.08061908662406049
766,0.31708934580808007
767,0.24543489359614762
768,0.5273690879563424
769,1.0
770,0.15796370840876853
771,0.5802194540637009
772,0.28980666685483686
773,0.3837732570143656
774,0.341147242637835
775,0.12658766145633127
776,0.1956706114911857
777,0.14034958601787384
778,0.12009273223478659
779,0.1699534837994926
780,0.1422278434904879
781,0.30285792282934526
782,0.19604294676259212
783,0.3911533811507038
784,0.27543333056646224
785,0.23622966046954935
786,0.08428777572611947
787,0.3175400173601184
788,0.33051017034670227
789,0.18169173105520572
790,0.235164793636035
791,0.22730420916462848
792,0.4514841849876172
793,0.38315213480078236
794,0.5187344891675642
795,0.31243885622821516
796,0.6142677193416812
797,0.4146981968534494
798,0.26970681407521885
799,0.5994333995808444
800,0.5951489166689299
801,0.30435200606785795
802,0.329992095766171
803,0.4712338684105908
804,0.2865793535290071
805,0.58373568665411
806,0.3764391049921306
807,0.734604752106468
808,0.3960712411871553
809,0.3156325265412698
810,0.37896866264824036
811,0.4295852258499566
812,0.38032159897469525
813,0.2462283878838166
814,0.504532982103108
815,0.29007953752170473
816,0.46294680462659366
817,0.19346793672753831
818,0.29435967452491235
819,0.5885571456563358
820,0.2822898224541593
821,0.27781932635421275
822,0.21548306709037227
823,0.22568535373850293
824,0.4592603950050967
825,0.30826684605333743
826,0.5450011788036381
827,0.32237248987727324
828,0.44024026614985456
829,1.0
830,0.4825800180329928
831,0.5414294457346952
832,0.867932236394068
833,0.40556034414150527
834,0.4830483321478312
835,0.3722437536237327
836,0.14997154152826614
837,0.13253888501899497
838,0.37248773776610594
839,0.38682800203976003
840,0.19673944443171648
841,0.5351631798737554
842,0.35427358051315483
843,0.2001179241071306
844,0.15400104480155166
845,0.21390558520288364
846,0.44938770586067767
847,0.3901852408670788
848,0.3720526324297419
849,1.0
850,0.43240399190676204
851,0.20033729420944832
852,0.5442550311606993
853,0.2758833554117101
854,0.2416834468581134
855,0.13922565376780285
856,0.38026960710552943
857,0.31455948255181093
858,0.3481541591107975
859,0.29591202020009055
860,0.15751501140858207
861,0.1416629971857628
862,0.2041854943334121
863,0.21933845557219006
864,0.13062843825526071
865,0.2304670957280812
866,0.473951449760988
867,0.2999647198342629
868,0.2793401554655354
869,0.2424919412760648
870,0.3143502951289581
871,0.14545503674286134
872,0.2696738984823054
873,0.37247698486684366
874,0.433677070491473
875,0.3365482337721091
876,0.22655318111646153
877,0.34542243888309154
878,0.16147575968540503
879,0.2317184965332677
880,0.5320492230639364
881,0.37284720286714834
882,0.3583522106998439
883,0.3270397229059389
884,0.39667003733661754
885,0.28954884999977626
886,0.47897575047529434
887,0.40667692459663024
888,0.33546786256685973
889,0.23615986311834103
890,0.2503704263364709
891,0.2750028910758374
892,1.0
893,0.2831800395347453
894,0.4070522701051838
895,0.2540885980204248
896,0.4938388193431882
897,0.23308261368439617
898,0.4291721792741987
899,0.484635948870491
900,0.6197848952382237
901,0.545366226529146
902,0.42993819925369164
903,0.27953024753431677
904,0.4590232347592873
905,0.4438499896539748
906,0.5113217702481246
907,0.305810654341928
908,0.36433428991394723
909,0.24438615910846578
910,0.19196094853129583
911,0.36895182503807844
912,0.9236502408858097
913,0.19186353563670938
914,0.4877981244254447
915,0.33822039838759943
916,0.4659844454643908
917,0.344003800305344
918,0.21902723169235738
919,0.5228036107195239
920,0.29099380675572367
921,0.21627389902240454
922,0.5238208990500648
923,0.3725562918465022
924,0.6984773856457323
925,0.3878893774587543
926,0.4571378247724098
927,0.2354844419702177
928,0.38158360009962866
929,0.2647047601255428
930,0.43139727527809485
931,0.5064920579114023
932,0.34583658426015274
933,0.5645821490016768
934,0.4762920316327583
935,0.2659267227789612
936,0.41675631340851704
937,0.3540109701596465
938,0.40252207857038846
939,0.30793507481095905
940,0.3323345451783787
941,0.34613904850438243
942,0.39362651183785174
943,1.0
944,0.4365160777770069
945,0.38808114147779954
946,0.7592872257860712
947,0.6404916505216944
948,0.7287423360310628
949,0.3437950644650002
950,0.6604581470597587
951,0.45182385196296365
952,0.2582154131719239
953,0.4846111381436002
954,0.2827958462941195
955,0.2924926888073833
956,0.72632410853458
957,0.5142754639118705
958,0.34382871343618515
959,0.23100393859436574
960,0.5603574861288949
961,0.603831458127768
962,0.3170867565882114
963,0.2414532882570374
964,0.3908743673707449
965,0.48586219328155883
966,0.21816312095530024
967,0.33934247844364773
