,EC_Multi_layer_EEG_left
929,0.48777792387528257
930,0.2825150232465573
931,0.34485840314236105
932,0.4542877603851796
933,0.5826241650839239
934,0.6711894495124507
935,0.4795138984252173
936,0.4777974631638575
937,0.5182582002131894
938,0.5493717037551178
939,0.8628080346257356
940,0.35909180972300747
941,0.32528101776794194
942,0.495864599408815
943,0.4618981588815315
944,0.4032440192011481
945,0.49968328091696856
946,0.517068033183481
947,0.45977153959742006
948,0.2910072323574149
949,0.30003689124881217
950,0.7671112081145812
951,0.2473412657318278
952,0.6073256585560797
953,0.45225609270192085
954,0.3210732640795709
955,0.3580174081396969
956,0.5581598508109624
957,0.39523102513113934
958,0.5330738068717041
959,0.44328454128770184
960,0.4377723242179285
961,0.2563454517226341
962,0.8397808880264442
963,0.2850263376052984
964,0.23293330112876132
965,0.5271353243479516
966,0.5113234476139106
967,0.77192572983076
