,EC_Multi_layer_right_pli_theta
466,0.18462307986980775
467,0.03514404592271162
468,0.03514404592271156
469,0.011675163979805262
470,0.02399379299916238
471,0.08011329343489704
472,0.02134577233220246
473,0.4142972522317349
474,0.13763322432555677
475,0.06425406995535743
476,0.45296257697854897
477,0.02991595365855602
478,1.0
479,0.005962389729274237
480,0.04806299864081679
481,0.08243867559991515
482,0.017947713523952927
483,0.46984209991948017
484,0.2036307435179195
485,0.209812959908562
486,0.04085104907725582
487,0.07239886821197487
488,0.025484428552522906
489,0.02239797009956856
490,0.24017289615315277
491,0.08539106402246312
492,0.17282932340194612
493,0.13510344725422374
494,0.13510344725422374
495,0.10610867820935106
496,0.489943017976574
497,0.014524180717362499
498,0.42793883708511227
499,0.1344030491034367
500,0.490643416127361
501,0.026282359305391932
502,0.13510344725422369
503,0.17009017142053348
504,0.0723988682119749
505,0.14470000450792808
506,0.06299705254111825
507,0.0015808943713828405
508,0.40698660397182906
509,0.010925323580734463
510,0.40698660397182895
511,0.06261736456143102
512,0.5901248193657427
513,0.10037443168543048
514,0.37999510345468573
515,0.1344030491034367
516,0.009060732934313573
517,0.022262975847089143
518,0.03568712231709685
519,0.0356871223170969
520,0.022262975847089014
521,0.022397970099568582
522,0.144700004507928
523,0.004446460341416374
524,0.3780251472975573
525,0.13440304910343667
526,1.0
527,0.20981295990856208
528,0.008781223795899351
529,0.19049939186211995
530,0.13907333585870443
531,0.03617652333274457
532,0.42771772950125947
533,0.06643903539400747
534,0.059414840439680455
535,1.0
536,0.32515214185970515
537,0.051560224762327425
538,0.0010528571961335514
539,0.16109317861899164
540,0.004276893630926096
541,0.011762874046679521
542,0.3251521418597048
543,0.4361272070617128
544,0.021602794661454098
545,0.0573455946115229
546,0.3251521418597051
547,0.19049939186211984
548,0.32515214185970504
549,0.008781223795899682
550,0.03210302075499107
551,0.013153515171281174
552,0.007852838434580222
553,0.1368429962985806
554,0.007852838434580199
555,0.01176287404667956
556,0.4208583573090061
557,0.003238044781472499
558,0.5858777087321648
559,0.024151273891864965
560,0.13684299629858063
561,0.0028552337253858295
562,0.18272935278807576
563,0.13684299629858077
564,0.1368429962985806
565,0.0573455946115229
566,0.008905695630713636
567,0.1763654216870145
568,0.15857261301564562
569,0.0028552337253862077
570,0.32515214185970504
571,0.07458103207228473
572,0.4157755831691942
573,0.03351469402978497
574,0.07612733687797098
575,0.10218920225548456
576,0.005508205540633822
577,1.0
578,0.008222588968547318
579,0.022598539021226854
580,0.36145470849835964
581,0.1502840422151566
582,0.415775583169194
583,0.03693676831293612
584,0.01625601718105735
585,0.005875813951523366
586,0.053790410080362824
587,0.03665196556762753
588,0.005875813951523382
589,0.03351469402978493
590,0.3614547084983597
591,0.03351469402978493
592,0.1502840422151566
593,0.01944279699560492
594,0.1503721798278041
595,0.12777364080657738
596,0.005875813951523332
597,0.21061376456883663
598,0.48922834930493686
599,0.006492583889067097
600,0.09272169719138397
601,0.15305801280640152
602,0.0023467750170239436
603,0.0023467750170240113
604,0.000975731751269968
605,0.0026994578527518133
606,0.06252108076032821
607,0.05532353940227602
608,0.013248025530138752
609,0.055323539402275954
610,0.353498343782558
611,0.019123839481662137
612,0.36145470849835976
613,0.015238992358177633
614,0.36145470849835987
615,0.0023467750170238864
616,0.08302883271036497
617,0.019240918536656385
618,0.24275103480935292
619,0.1461864199674427
620,0.06594979946940852
621,0.03262766205448075
622,0.28947886349585755
623,0.6011135957583179
624,0.015085313376954937
625,0.015085313376955154
626,0.2793577915685432
627,0.03262766205448077
628,0.0833627145096132
629,0.03838816151360298
630,0.057446563464171166
631,0.008941904738271307
632,0.39296785212309876
633,0.629186170730237
634,0.3929678521230985
635,0.03838816151360264
636,1.0
637,0.5850961013935785
638,0.03319093260141493
639,0.14603125381791554
640,0.05738558815566953
641,0.13430639500781458
642,0.2793577915685429
643,0.2961174143155663
644,0.0489630854857539
645,0.08446220835137984
646,0.7366476975963344
647,0.022754799635544453
648,0.20526451387248584
649,0.08260247789198133
650,0.3929678521230984
651,0.10977863132654239
652,0.13430639500781452
653,0.10977863132654234
654,0.03319093260141491
655,0.5223442904133192
656,0.34177450975237306
657,0.22992395825023296
658,0.09539335274969087
659,0.2311967758996742
660,0.044253299201325216
661,0.04036604742407943
662,0.007616650720126201
663,0.3523123314731841
664,0.14364883594001324
665,0.11859518565944302
666,0.30806583925124936
667,0.30806583925124936
668,0.006984221459110094
669,0.016216397281084944
670,0.3523191384525746
671,0.30806583925124936
672,0.13103058593639788
673,0.06502259579697094
674,0.016216397281085003
675,0.0697202103370297
676,0.3080658392512493
677,0.009250513854619497
678,0.009250513854619582
679,0.0021516000453172556
680,0.025031554421428556
681,0.00851994882638271
682,0.30806583925124936
683,0.384967012076663
684,0.05263938812722219
685,0.3080658392512492
686,0.030027717052636738
687,0.00215160004531727
688,0.0026247051855773215
689,0.04888599625046204
690,0.022377670440867973
691,0.1436267400808715
692,0.007711366820600703
693,0.016216397281084982
694,0.0023464298963793017
695,0.3080658392512493
696,0.005519548353132229
697,0.016216397281084892
698,1.0
699,0.015060105462532105
700,0.018367997326402215
701,0.009250513854619604
702,0.017916781576780533
703,0.0200312405444887
704,0.5022523850072628
705,0.0044655684206489025
706,0.13975696668805337
707,0.024666975425120998
708,0.17677839145029836
709,0.024666975425120974
710,0.24668278160428206
711,0.07116479354081079
712,0.3466176770536856
713,0.6496823148138675
714,0.20943313461519616
715,0.028573436882420526
716,0.033208058665016645
717,0.13069965039591777
718,0.15597812136062938
719,0.3466176770536856
720,0.0725932266183911
721,0.22519137478364404
722,0.3466176770536857
723,0.0725932266183911
724,0.04844223514548248
725,0.033208058665016686
726,0.20232694368295884
727,0.08146551825368832
728,0.03320805866501669
729,1.0
730,0.0824350250261328
731,0.012883267981619003
732,0.0958060158595813
733,0.03270295711771689
734,0.04844223514548251
735,0.06144728531811624
736,0.04844223514548249
737,0.03247512188760982
738,0.07259322661839111
739,0.3317686993933954
740,0.045302809211961885
741,0.11001243063728793
742,0.02129871529822046
743,0.04844223514548249
744,0.3466176770536856
745,0.31738840203538954
746,0.34661767705368557
747,0.011256451310718701
748,0.06681581139333874
749,0.007243087358801358
750,0.003545518589834382
751,0.00724308735880139
752,0.2910650138406793
753,0.018834180374258557
754,0.003545518589834367
755,0.056871545465738665
756,0.38708369544173526
757,0.5573448654661326
758,0.018834180374258547
759,0.12318399876718414
760,0.0035455185898343703
761,0.0026941782519773094
762,0.040891763215667315
763,0.37851610182813133
764,0.16883493451344156
765,0.09639215756170934
766,0.05591315629039725
767,0.007243087358801356
768,0.010706020526222548
769,0.021871170597972823
770,0.021691261051577388
771,0.11522633793596784
772,0.2073130339323517
773,1.0
774,0.013542147270981518
775,0.0072430873588013684
776,0.05317777841120314
777,0.008135319823078415
778,0.017610913547308545
779,0.33117053915133804
780,0.010902655102941488
781,0.1429642950671934
782,0.37196545043788404
783,0.032921573068911324
784,0.18457619958964905
785,0.33117053915133815
786,0.01883418037425853
787,0.10993430483269079
788,0.331170539151338
789,0.0072430873588014
790,0.06865596922047643
791,0.331170539151338
792,0.007474836925984771
793,0.04249597851030842
794,0.0006873965511255063
795,0.000687396551125463
796,0.1645419062370777
797,0.09522451479705836
798,0.4593228102267328
799,0.0024664154475972774
800,0.005695818029513222
801,0.00307980365982257
802,0.01461957195915695
803,0.0036372587887950974
804,0.0006873965511255512
805,0.34167063233120254
806,0.0038741514647469147
807,0.00569581802951306
808,0.38960224317280756
809,0.3896022431728076
810,0.0017790188964718371
811,0.016687937103810762
812,0.028412867866442728
813,0.0068640596844877395
814,0.3896022431728075
815,0.004030843215832349
816,0.0017643547057831313
817,0.006501657729571574
818,0.15938630861852157
819,0.38960224317280795
820,0.005695818029513121
821,0.0014170841831145546
822,0.13311564478250792
823,0.013743970106087038
824,0.17021532935248407
825,0.40910007940541043
826,0.5489885517913292
827,0.037099684569976
828,0.007918741912686114
829,0.03709968456997612
830,0.007266243588279354
831,1.0
832,0.178953197204773
833,0.005695818029513133
834,0.004566243977406591
835,0.08066242431933485
836,0.352717493339493
837,0.013431652285956249
838,0.008884643643368577
839,0.059669903050755146
840,0.000752880516876391
841,0.019478352020173423
842,0.0015656743211733756
843,0.00443889047393038
844,0.35271749333949304
845,0.013264717927288066
846,0.4912619742506568
847,0.002134514253172371
848,0.037607201734450514
849,0.002917616660938053
850,0.007558706284583301
851,0.3527174933394933
852,0.03808048236787664
853,0.21951494289550136
854,0.07387824156841881
855,0.04623825076479878
856,0.02142991608671946
857,0.017616461361345172
858,0.0031337692351034777
859,0.006213634092885286
860,0.4028339112305179
861,0.04623825076479887
862,0.14208656740137224
863,0.46955076808895535
864,0.16561876991597016
865,0.1656187699159701
866,0.008271822963228648
867,0.007558706284583454
868,0.0008598547251826578
869,0.007096508032231796
870,0.0029176166609380673
871,0.1732766921307024
872,0.1718472284072114
873,1.0
874,0.13109145885286166
875,0.00030328580330245297
876,0.4133310169806242
877,0.013431652285956283
878,0.0025030625245923838
879,0.007558706284583432
880,0.0035765262540342633
881,0.07821897257724485
882,0.09170957448505951
883,0.41077993237423666
884,0.0155091937166633
885,0.35810256310173316
886,0.00998743550745919
887,0.031599371552782744
888,0.014598131134951632
889,0.11082356341630496
890,0.011315815945455549
891,0.09170957448505944
892,0.002147404748582542
893,0.2722985815310767
894,0.2560986263005496
895,0.43773099381818625
896,0.11082356341630493
897,0.07692530491970162
898,0.043309362497518246
899,0.08111868269090945
900,0.3581025631017331
901,0.18321424009357604
902,0.005227628175921172
903,0.5115748910696873
904,0.4285708726534705
905,0.30947436526675015
906,0.005996619320405494
907,0.35810256310173333
908,0.21842617349550703
909,0.14710134665397073
910,0.06560948897424602
911,0.5317352584218077
912,0.024313348146618865
913,0.3581025631017332
914,0.005227628175921183
915,0.04696394803537851
916,0.13114664030493584
917,0.09751081997524456
918,0.06560948897424614
919,0.046963948035378525
920,1.0
921,0.15347232796795404
922,0.2223620798096073
923,0.11082356341630488
924,0.21641284282264264
925,0.2097966499871198
926,0.4924694397178486
927,0.1688641795513613
928,0.30457967736045055
929,0.2074476960295158
930,0.09675658412683506
931,0.04425780901450373
932,0.11433213778962312
933,0.5569322711188207
934,0.26735604015630937
935,0.023181793706512847
936,0.3428927075111684
937,0.12907188763430363
938,0.6049930240139595
939,0.237750230551844
940,0.10443815022300322
941,0.3428927075111685
942,0.017575553662788044
943,0.287905008035487
944,0.03562286913749026
945,0.19096801434427665
946,0.34289270751116846
947,0.2821774333701264
948,0.3428927075111685
949,0.023181793706512882
950,1.0
951,0.05125671464510646
952,0.44733085773417164
953,0.6118434291294641
954,0.2097966499871197
955,0.09167443647866175
956,0.017575553662788092
957,0.0916744364786617
958,0.023181793706512827
959,0.04425780901450369
960,0.06760655213338987
961,0.10388925852653186
962,0.10443815022300323
963,0.1276199439295161
964,0.0987205277113128
965,0.08152282026532644
966,0.07420638561564485
967,0.10443815022300326
