,EC_Multi_layer_left_pli_alpha
545,0.05088739206306462
546,0.08018967014671474
547,0.10207487807223965
548,0.20963397355627034
549,0.2096339735562703
550,0.2235296106058527
551,0.11338048250362243
552,0.11338048250362172
553,0.6542302340024578
554,0.06100526410284976
555,0.04067444786575732
556,0.04609277623334332
557,0.01897783966768693
558,0.3160493746634609
559,0.046092776233343284
560,0.41072232482634347
561,0.0679779841588684
562,0.018977839667687416
563,0.35786379977391863
564,1.0
565,0.20963397355627036
566,0.27537492679770315
567,0.3587429420619903
568,0.1418491797234339
569,0.052900942269709934
570,0.23470047893194568
571,0.12848413398298733
572,0.17185927139418822
573,0.03627815365910058
574,0.0032062129257153663
575,0.015596369959099495
576,0.030355711040355244
577,0.048857439270670454
578,0.05772285131951089
579,0.20165363529942962
580,0.11619358317018164
581,0.043345805915491885
582,0.11619358317018166
583,0.33587278039317237
584,0.17114358393999674
585,0.039200072535163784
586,0.01347524071985857
587,0.013166237353999426
588,0.1080115918194776
589,0.030355711040355234
590,0.11619358317018175
591,0.0362781536591005
592,0.013166237353999405
593,0.12905423852671558
594,0.33587278039317237
595,0.036278153659100545
596,0.0010768796498924944
597,0.04089110011490364
598,1.0
599,0.013734207488928266
600,0.38480229290095924
601,0.048929512507786946
602,0.4036027475575826
603,0.001076879649892528
604,0.33587278039317237
605,0.0010768796498925115
606,0.3459452207891502
607,0.016409883970730732
608,0.09037859812522123
609,0.14567870742758612
610,0.5095488349477331
611,0.33587278039317237
612,0.0677299671644103
613,0.04012007374960463
614,0.3358727803931726
615,0.006315275792095818
616,0.09511253282360864
617,0.3362478752482404
618,0.43449910044152235
619,1.0
620,0.042486827809703996
621,0.1274753301566368
622,0.11384917141656545
623,0.001160517857131524
624,0.08082642724655793
625,0.014286105577050812
626,0.086224392906172
627,0.14609939932073363
628,0.24037751074824357
629,0.4726204799996352
630,0.00121226973575338
631,0.5389429126280064
632,0.038281541987592926
633,0.03603600348364766
634,0.016957038280828805
635,0.3362478752482403
636,0.005592910289458786
637,0.04387445227705167
638,0.08622439290617198
639,0.08293688858510705
640,0.1589176321986808
641,0.1601639618547709
642,0.14609939932073363
643,0.09505391818892177
644,0.0005267301096772796
645,0.4763270600194194
646,0.001566493496169891
647,0.00306115436742616
648,0.18121840925126514
649,0.0003902216636481548
650,0.007943344480039104
651,0.2564310416609035
652,0.24665401535661033
653,0.1812184092512652
654,0.37911118415997735
655,0.016633295557123493
656,0.0036052859363301564
657,0.012117029603814713
658,0.0005267301096772895
659,0.08293688858510706
660,0.007833742929025833
661,0.10711815909093841
662,0.3086716650523449
663,0.05721466090069863
664,0.7357545932741482
665,0.3966695598446691
666,0.19590567701179934
667,0.12720007464400387
668,0.056184365388512805
669,0.3286845199045462
670,0.15863907053165044
671,0.10711815909093851
672,0.11188144072452436
673,0.022573712001917705
674,0.16190085566779175
675,0.3286845199045462
676,0.09986715852046656
677,0.239429208911769
678,0.056184365388512784
679,0.12290559648785027
680,0.15863907053165044
681,0.2553285140729187
682,0.0679850399401229
683,0.2722114860901682
684,0.2553285140729187
685,0.23942920891176903
686,0.09446540312808638
687,1.0
688,0.022573712001917674
689,0.019855172478030356
690,0.6899391588145153
691,0.23942920891176897
692,0.03465684539765331
693,0.3945441893135826
694,0.13691845421616755
695,0.007833742929026047
696,0.3223975364212141
697,0.04414217232989306
698,0.9471372444865833
699,0.45713431278995253
700,0.2553285140729186
701,0.35416474138571813
702,0.347029453036362
703,0.6752318879072535
704,0.03736741592552899
705,0.041515638425796086
706,0.03736741592552899
707,0.03250560131152127
708,0.3425488344198791
709,0.997440776731044
710,0.12119626241351698
711,0.3287615622736564
712,0.34254883441987943
713,0.3880868279196895
714,0.2652569423822914
715,0.06728262192658505
716,0.13259847076737838
717,0.10908639052534647
718,1.0
719,0.5061176821012385
720,0.0470346730357843
721,0.34167217547207834
722,0.1329386905575978
723,0.34254883441987943
724,0.09489333503811401
725,0.05636749244733034
726,0.12758803184470502
727,0.28108758833711556
728,0.1325984707673784
729,0.11261688995889975
730,0.14267767658336086
731,0.3416721754720784
732,0.09628622575477377
733,0.1090863905253466
734,0.03682685338566199
735,0.012614995702610184
736,0.00749342063596336
737,0.38709362707930206
738,0.016111672425728203
739,0.4542890654309781
740,0.03250560131152127
741,0.0908634564348353
742,0.09086345643483526
743,0.04370513159433015
744,0.02187548134167154
745,0.38709362707930234
746,0.03250560131152126
747,0.19641760580073533
748,0.015542861677056348
749,0.016881855871058622
750,0.12278549368126371
751,0.329082413145936
752,0.4127430045245162
753,0.12798018186631221
754,0.14059617081540235
755,0.15767121168063813
756,0.17313234979147166
757,0.29955315880343975
758,1.0
759,0.07096617216876751
760,0.046242768190168905
761,0.33633394129090227
762,0.05635679469544896
763,0.12363847077934138
764,0.12363847077934154
765,0.04068724632173911
766,0.17313234979147155
767,0.016881855871058643
768,0.05188682282350821
769,0.2995531588034399
770,0.2995531588034398
771,0.5779687000565971
772,0.12363847077934124
773,0.03678078248746242
774,0.1544946458887342
775,0.12363847077934138
776,0.2369067729155008
777,0.13582646393803197
778,0.17313234979147166
779,0.0709661721687674
780,0.09857767636452384
781,0.0709661721687676
782,0.042116027083421756
783,0.03678078248746233
784,0.4272369631404552
785,0.047230909511300996
786,0.2995531588034402
787,0.04627935919418922
788,0.12363847077934134
789,0.15437249393358035
790,0.17313234979147152
791,0.46947098877697063
792,0.3485622435921943
793,0.3485622435921941
794,0.10768477705684619
795,0.08286255222603313
796,0.39676780051834154
797,0.07318439951003758
798,0.09279215817478897
799,0.5291779644460317
800,0.20884394378218332
801,0.13973506532642727
802,0.014892618882057245
803,0.20996077703602548
804,0.13829827473381354
805,0.20996077703602548
806,0.729349037796239
807,0.23772670089586523
808,0.2878429180371509
809,0.28784291803715073
810,0.3485622435921942
811,0.3485622435921945
812,0.28784291803715073
813,0.5991582496999381
814,0.3485622435921943
815,0.5632719529051758
816,0.04272585214215288
817,0.07318439951003737
818,0.26621402599001104
819,0.06434056344465046
820,0.8258006233570048
821,0.42408830955934435
822,0.19633533565718514
823,0.20060013571148716
824,0.18445145854685938
825,0.14782117266122607
826,1.0
827,0.08286255222603378
828,0.4008898493604827
829,0.06434056344465017
830,0.18458844762293386
831,0.23772670089586478
832,0.1844514585468593
833,0.5055857240668721
834,0.06992163336849479
835,0.2088439437821834
836,0.285214540475449
837,0.1565654965347265
838,0.1536898477278942
839,0.3199780836643649
840,0.03476354318891585
841,0.1686213893242786
842,0.09237091800430654
843,0.033730604473503165
844,0.14382931077979969
845,0.15368984772789412
846,0.12188559226666891
847,0.11826397215680079
848,0.5042846361901405
849,0.5388569862942305
850,0.3104704869011592
851,0.15368984772789412
852,0.15368984772789407
853,0.01079305418027236
854,0.285214540475449
855,0.03373060447350323
856,0.0477161618558443
857,0.153689847727894
858,0.31292419623971746
859,0.014931541596384344
860,0.285214540475449
861,0.09902305444706212
862,0.034763543188915946
863,0.027709655764268492
864,0.3471879599195467
865,0.04465475614846246
866,0.15368984772789393
867,0.08855069725270291
868,0.03784187917726903
869,0.1536898477278939
870,0.052351964845458766
871,0.2852145404754491
872,0.1672991909048608
873,0.1536898477278941
874,0.32386468743958735
875,0.09715372756969871
876,0.14382931077979963
877,0.2852145404754491
878,1.0
879,0.28521454047544903
880,0.03063833753811125
881,0.004924380904334787
882,0.1475109206612869
883,0.04613649351769314
884,0.0015657334434653778
885,0.3179553884808356
886,0.00010412649069736612
887,0.0022900300876065906
888,0.006758592588775536
889,0.11246538823560429
890,0.31795538848083554
891,0.0007281274061376276
892,0.4639359042351252
893,0.06536244924717709
894,0.0017418242630580984
895,0.006758592588775593
896,3.3107578800780985e-05
897,0.14751092066128696
898,0.006758592588775617
899,0.021256417829770283
900,0.3735762132136756
901,0.0026935414709866254
902,0.36409188199852865
903,0.0005538224102258594
904,0.3179553884808355
905,0.16410079362245
906,0.05562082473283996
907,0.05217673158623935
908,0.007615018613572447
909,0.0008564260247968155
910,0.35371436468793505
911,0.17493279481310797
912,0.04613649351769308
913,0.0007281274061376709
914,0.05562082473283999
915,1.0
916,0.0015657334434654349
917,0.0008217271637557794
918,0.3179553884808356
919,0.31795538848083554
920,0.0002943801583780117
921,0.009741624514337155
922,0.008324326032240991
923,0.14510366922268383
924,0.07631125146192719
925,0.011576059831403376
926,0.8989019088852679
927,0.0312653161979976
928,0.07736496362673113
929,0.35737980180219336
930,0.22035149675591276
931,0.05197668096413359
932,0.3573798018021933
933,0.3212493860370304
934,0.25102696951273945
935,0.0323914775626032
936,0.35737980180219336
937,0.14543821643536126
938,0.06748388550385263
939,0.9349333250269155
940,0.05197668096413368
941,0.1057661471292687
942,0.4336910532641205
943,0.13689415117844908
944,0.06748388550385251
945,0.016519728210409618
946,0.6165751272028398
947,0.07978380367716753
948,0.3212493860370304
949,0.3341262863963846
950,1.0
951,0.005903817193662302
952,0.034416937138833405
953,0.35737980180219314
954,0.3100634653673808
955,0.005903817193662308
956,0.15719585411532047
957,0.21352983877965453
958,0.38304949101241825
959,0.10576614712926873
960,0.08748484396805034
961,0.08971196861146793
962,0.07905994533525591
963,0.027648675367355015
964,0.3212493860370303
965,0.05197668096413364
966,0.2959488661527922
967,0.18882960134720916
