,EC_Multi_layer_left_pli_theta
324,0.34030720735347364
325,0.01364298899407392
326,0.0685078738349584
327,0.026898282337458015
328,0.07908568570604188
329,0.15071799441306175
330,0.0996929124376745
331,0.5098083623580087
332,0.4428880469067242
333,0.34030720735347353
334,0.2590235366673563
335,0.10416296338202612
336,0.01053330353722397
337,0.0007220955450005877
338,0.15109984547715244
339,0.34030720735347353
340,0.15109984547715244
341,0.08814757640208812
342,0.23054747166058465
343,0.0400902146627269
344,0.05129041977662535
345,0.03392621662459937
346,0.32459130555665416
347,0.5733057080972627
348,0.06851370341861536
349,0.17349146007950172
350,0.15109984547715247
351,0.3915976271300991
352,0.07946950945214276
353,0.39613762324433277
354,0.07946950945214273
355,0.15649230152765953
356,0.19170274208995094
357,0.15649230152765942
358,0.11739609565876477
359,0.13292540995594923
360,0.03083934853161487
361,0.010563517122924321
362,0.03083934853161487
363,0.1772941048631735
364,0.07946950945214275
365,0.34253373128472886
366,1.0
367,0.06890599232921844
368,0.13539330641992472
369,0.15339051718108465
370,0.08579787443640635
371,0.3425337312847288
372,0.3880651679394923
373,0.01799721076115993
374,0.05254142619373123
375,0.020801803335514183
376,0.21106636940943527
377,0.11739609565876472
378,0.25048007422395285
379,0.07229735106253482
380,0.010563517122924316
381,0.08579787443640637
382,0.030839348531614866
383,0.43362250351675136
384,0.20116556717137118
385,0.19170274208995078
386,0.010563517122924268
387,0.26592642975738306
388,0.06072921127356877
389,0.05254142619373124
390,0.05254142619373124
391,0.06890599232921855
392,0.4568668345179016
393,0.34272856929579304
394,0.06072921127356884
395,0.5596609168123049
396,0.10808183674198042
397,0.18549187394275837
398,0.021282741716544703
399,0.02128274171654433
400,0.0706777566720894
401,0.7892998119301815
402,0.3007460050036617
403,0.4131908085648061
404,0.27478517073347186
405,0.07067775667208934
406,0.009486637078976233
407,0.09596159946740254
408,0.3810288567891669
409,0.024897424197520637
410,1.0
411,0.27086009146263057
412,0.24247557869870004
413,0.12248361720268976
414,0.15743762142323953
415,0.11197260783255719
416,0.05784688025726885
417,0.45818362642690147
418,0.10320551099981538
419,0.008728728158311855
420,0.3518250121160391
421,0.960741511840183
422,0.021282741716544575
423,0.022908312593084627
424,0.3239260061428863
425,0.04666979263814269
426,0.19400175996396407
427,0.36607023992636056
428,0.2572109567755505
429,0.2572109567755505
430,0.1340554821564093
431,0.607659523593887
432,0.0513935229124529
433,0.09239019255085747
434,0.07067775667208931
435,0.05585598396900569
436,0.6750432472306742
437,0.25721095677555056
438,0.041182298693470246
439,0.3660702399263608
440,0.00021575830031831
441,0.36765003704327776
442,7.932354710432498e-05
443,0.063934176643704
444,0.05022562296295128
445,0.0853708617772041
446,0.003570009253095884
447,0.014196660709146238
448,0.36765003704327764
449,0.4566169842131918
450,0.00011127605566248151
451,9.62352551498628e-05
452,0.0022283042334672173
453,0.000452748370246601
454,0.041517885152756166
455,0.08537086177720413
456,0.0009856890890702081
457,0.023684854978459187
458,9.623525514981605e-05
459,0.36765003704327776
460,0.06393417664370397
461,0.005075249327767768
462,0.15629200014981245
463,0.0002617577735722718
464,0.009710346507256783
465,0.1129277328152935
466,0.00024577650219656007
467,4.0910645986234664e-05
468,0.24198813601490646
469,0.08537086177720411
470,0.2015854138091995
471,0.3676500370432777
472,0.04151788515275615
473,0.0052194028356084944
474,0.0035700092530958714
475,0.07411288485433688
476,0.0018659156033575366
477,1.0
478,0.17389955175273902
479,9.623525515002074e-05
480,0.2322068629824577
481,0.42511079668792406
482,9.623525514985135e-05
483,0.3676500370432777
484,0.00045006493099284685
485,0.00014713657136724038
486,0.2930306395975033
487,0.06366845487597218
488,0.00140401435852233
489,0.0014405813696592353
490,0.0001318828145891344
491,0.0012721315439330723
492,0.0029744856659874217
493,0.29303063959750314
494,0.000871615437178013
495,5.399756685612161e-05
496,0.0008716154371779491
497,0.05740466600590804
498,0.0014192681153003663
499,0.02137588369143911
500,0.00016844982572620365
501,0.2930306395975033
502,0.0029744856659874846
503,0.009279151288353046
504,0.1958998761520538
505,1.0
506,0.4272557240188119
507,0.09393266798784897
508,0.29303063959750314
509,0.06279683943879424
510,0.00018427276727869376
511,0.0005748539673448318
512,0.00014713657136723878
513,0.0005021200908185394
514,0.09393266798784909
515,0.000168449825726229
516,0.32055578937708257
517,0.01840139802545165
518,0.04013327007016714
519,0.13695929587872716
520,0.3205557893770827
521,0.05740466600590795
522,0.29303063959750325
523,0.29303063959750325
524,0.004341291906131152
525,0.2930306395975032
526,0.1251990180809268
527,0.2930306395975031
528,0.12827781039961192
529,0.001313560316043773
530,0.12835498718390442
531,0.06716895499103465
532,0.0013135603160437206
533,0.33718461120465876
534,0.0016026095146999095
535,0.3804379148304367
536,0.034978789734588824
537,0.10373779992396487
538,0.4448177212054126
539,0.05706024330317536
540,0.0049857239484495325
541,0.169225526335014
542,0.0013135603160437375
543,0.09194349030689795
544,0.01089066200051726
545,0.17254526900521344
546,0.27267997189554877
547,0.0013135603160437366
548,0.025553617178128627
549,0.06716895499103463
550,0.05761942802050986
551,0.0038956710134271685
552,0.38066680067435665
553,0.09194349030689795
554,0.17710891408194399
555,0.004212538898532671
556,0.4291281015115569
557,0.17254526900521344
558,0.14778337161883476
559,0.023100548067336083
560,0.1499856903815894
561,0.0005403752661269407
562,0.5117234395388375
563,0.091943490306898
564,0.1725452690052135
565,0.07578524146411465
566,0.3371846112046588
567,0.12835498718390434
568,1.0
569,0.0013135603160437759
570,0.5252579987241629
571,0.19920528030938342
572,0.021705170041971963
573,0.34355872076509936
574,0.001186122997973796
575,0.1632238065969115
576,0.013191289936914923
577,5.523754286596522e-05
578,0.34355872076509947
579,5.523754286596097e-05
580,0.007457000453609026
581,0.0074570004536090055
582,0.3435587207650996
583,0.34355872076509947
584,0.0013626971537733159
585,0.003452460747706721
586,0.056423000902589344
587,0.0013626971537734323
588,0.3435587207650993
589,0.012071279641895472
590,0.002904775755816643
591,0.3435587207650993
592,0.008454961496386684
593,1.0
594,0.004147193391767192
595,0.003966417009408604
596,0.0025715611459358346
597,0.15450610830837275
598,0.015762851082850842
599,5.523754286594949e-05
600,0.007485070209275959
601,0.03839602705336098
602,0.019384614011821698
603,0.01319128993691486
604,0.030988807857197997
605,0.013191289936914785
606,0.0013779207841466518
607,0.1545061083083727
608,0.0002470353290390008
609,0.008819697607382364
610,0.00016078049988942653
611,0.07546157620466656
612,5.523754286602679e-05
613,0.0005582678435456056
614,0.3996356829579442
615,0.4497225626067362
616,0.4290224577462331
617,0.26337910200555226
618,0.06628371705138707
619,0.13060657627263694
620,1.0
621,0.14310321116127905
622,0.013516258384408154
623,0.003853425333200421
624,0.33355645742425133
625,0.011443733818005617
626,0.1766087729000974
627,0.143103211161279
628,0.022109361844571983
629,0.02644519115824162
630,0.011552543047605257
631,0.011443733818005612
632,0.011443733818005647
633,0.23407556674430752
634,0.0014462438658638397
635,0.0027795360262153255
636,0.5676320241685588
637,0.3335564574242512
638,0.7017569635792904
639,0.002331980508584334
640,0.0007778471572258057
641,0.0009271321901874462
642,0.0003977605308899413
643,0.001192483377361121
644,0.034308236471795886
645,0.06772996091725099
646,0.3335564574242513
647,0.3335564574242514
648,0.23407556674430768
649,0.004335829313669578
650,0.23407556674430738
651,0.006213414611747281
652,0.3365492302807194
653,0.0550084007158167
654,0.08785180022455262
655,0.23407556674430757
656,0.3335564574242513
657,0.3335564574242513
658,0.058908996638600795
659,0.00039776053088993134
660,0.31261755434242344
661,2.1247586386271505e-05
662,0.12398493605123766
663,0.00026397703851135175
664,5.4681972151578646e-05
665,0.35137742182606285
666,0.006465314507714064
667,0.007165607424447415
668,0.3126175543424234
669,0.00020322817852755817
670,0.045225181991353516
671,0.00026397703851129266
672,0.3126175543424234
673,0.0008444088786581206
674,0.0001333282517010434
675,2.2012734838094313e-05
676,0.3126175543424235
677,0.007298935676148488
678,0.31261755434242344
679,2.124758638638497e-05
680,6.796670913506312e-05
681,0.0012309264586469252
682,2.2012734838203554e-05
683,5.4681972151645236e-05
684,3.2066011780445076e-05
685,0.00026397703851129245
686,1.0
687,0.00017491651185971586
688,0.31261755434242333
689,0.10831536747328727
690,0.00010257265254273037
691,6.353269614480021e-05
692,7.041426347421768e-05
693,6.353269614475888e-05
694,7.041426347433704e-05
695,0.0003821917068077261
696,0.3464788396196233
697,0.00029604305029169904
698,0.002666584639457851
699,0.00042648997104916556
700,0.31261755434242333
701,0.020681226687072906
702,0.3126175543424232
703,0.0022400946684085865
704,0.6306429557733507
705,0.03378506879700551
706,0.2472007019012253
707,0.19954949015027512
708,0.05441931819570521
709,0.006702651311530984
710,0.35266068118503086
711,0.09656080787457534
712,0.35266068118503074
713,0.2224029743675712
714,0.019191553824522325
715,0.03350906566424324
716,0.013495796091522362
717,0.06846234161237197
718,0.0815220708043406
719,0.09656080787457533
720,0.11551245526475831
721,0.13784900323834032
722,0.35266068118503097
723,0.1351191507678991
724,1.0
725,0.02414397602854129
726,0.3275456024091099
727,0.3526606811850309
728,0.0023637615772701378
729,0.44164051642961805
730,0.01133378719692084
731,0.04652270994078424
732,0.2738065597505966
733,0.014278426953104958
734,0.09656080787457547
735,0.011333787196920804
736,0.004759436642770418
737,0.352660681185031
738,0.1995494901502751
739,0.11551245526475837
740,0.04861392338271077
741,0.2523100532375535
742,0.03213793825508586
743,0.5658399158072769
744,0.0023637615772701226
745,0.09656080787457534
746,0.028749629021472843
747,0.1319191858430488
748,0.14097622105341248
749,0.08021639988925913
750,0.17837700844320822
751,0.04941292850465119
752,0.3408762264933951
753,0.06080448153130114
754,0.22425684254741032
755,0.09958721914537963
756,0.5582962737996922
757,0.2353241254588147
758,0.14495856461731998
759,0.13997056625069967
760,0.3408762264933951
761,0.06080448153130133
762,0.08021639988925931
763,0.04941292850465097
764,0.05437345268781057
765,0.14097622105341248
766,0.4016807080246964
767,0.047712638443682225
768,0.21349641773148467
769,0.31925144116169235
770,0.23532412545881481
771,0.04771263844368214
772,0.03394691546924777
773,0.03394691546924784
774,0.41357011752811107
775,0.04941292850465115
776,0.6101342528376896
777,0.018402400558355465
778,0.14495856461732043
779,0.042916444797674216
780,0.11127117940001342
781,0.3264269278754451
782,0.3408762264933951
783,0.07277585324616592
784,0.1595108384270504
785,1.0
786,0.12590037515715663
787,0.34087622649339516
788,0.047712638443682114
789,0.05398557930443431
790,0.0494129285046511
791,0.11127117940001349
792,0.3205995489103052
793,0.0071094241235357325
794,0.0221754027655376
795,0.01885652274112702
796,0.017616846431502218
797,0.13132709098038203
798,0.0021601825208168576
799,0.14637177818704453
800,0.22689538949160942
801,0.019878426088462957
802,0.3573270808760682
803,0.006045392684821831
804,0.04692672605996576
805,0.0028022213070919323
806,0.13160441082026608
807,0.3205995489103052
808,0.008740565345823409
809,0.013110960663567916
810,0.22689538949160928
811,0.007109424123535583
812,1.0
813,0.006045392684822094
814,0.4096296810982841
815,0.006045392684821964
816,0.1145589009423037
817,0.022038608609279836
818,0.22689538949160945
819,0.002802221307091747
820,0.2999140958894645
821,0.054949691886281155
822,0.04147936209969153
823,0.22689538949160942
824,0.12938060031798798
825,0.09615232385400449
826,0.006373014437008121
827,0.0556308971593377
828,0.002802221307091862
829,0.006737946226559766
830,0.32059954891030534
831,0.00604539268482207
832,0.7077221108476619
833,0.006045392684822116
834,0.36207891100999645
835,0.32059954891030507
836,0.01862956904520534
837,0.23365080188100878
838,0.04381547476645292
839,0.3099758700051293
840,0.14135124377819422
841,0.05239204031673298
842,0.1560683899348468
843,0.1560683899348468
844,0.3099758700051295
845,0.0579430522299284
846,0.017966588669205655
847,0.017960948025724767
848,0.3468450712138313
849,0.10060602404693735
850,0.04381547476645283
851,0.3099758700051295
852,0.10060602404693728
853,0.15662712191456968
854,0.06010006212708443
855,0.10060602404693733
856,1.0
857,0.42921011184473773
858,0.15606838993484687
859,0.5034856098065449
860,0.12294802959739903
861,0.3099758700051294
862,0.15100572585979627
863,0.10060602404693728
864,0.10060602404693729
865,0.15606838993484684
866,0.057961249270494446
867,0.018629569045205314
868,0.11894216542756011
869,0.01796658866920565
870,0.03686920120870192
871,0.04855062838186826
872,0.1690197379423949
873,0.3245608248321795
874,0.05796124927049433
875,0.017960948025724763
876,0.39663742082686804
877,0.043815474766452873
878,0.052392040316733064
879,0.30997587000512944
880,0.3219000667794495
881,0.013404451715919582
882,0.0025999521751962247
883,0.2922766440578147
884,0.0009463170024958797
885,0.9079732321337741
886,0.10091362154527685
887,0.0010886057845930293
888,0.0003046195062978369
889,0.000962765281705877
890,0.0003909303410402491
891,0.08878560856769295
892,0.007239967535024213
893,0.014265351223333823
894,0.24938613345178529
895,0.32190006677944943
896,0.40042224868764803
897,0.0008369247788190331
898,0.03188389105407166
899,0.2922766440578147
900,0.08914870435339903
901,0.24393341291848303
902,0.29227664405781467
903,0.32190006677944927
904,0.004314893902496329
905,0.7747315368612611
906,0.07852218190819832
907,0.3219000667794494
908,0.32190006677944943
909,0.32190006677944955
910,0.01026342665949458
911,0.2922766440578147
912,0.002635165539302835
913,0.29227664405781467
914,0.033011867787156694
915,0.2493861334517854
916,0.0370761190258038
917,0.032484101514380734
918,0.0029908825162362302
919,0.2922766440578148
920,0.004314893902496388
921,0.2922766440578148
922,0.00012584050288711734
923,1.0
924,0.0198055005554192
925,0.1852816887029124
926,0.03526854989934283
927,0.2538394573061432
928,0.006153691357340702
929,0.3644707075207017
930,0.002621342632201159
931,0.015402614180728014
932,0.368221623088874
933,1.0
934,0.06057265338791889
935,0.36822162308887396
936,0.36822162308887385
937,0.5535033117917865
938,0.047586010699991896
939,0.5031798164069059
940,0.001666803303167685
941,0.0022659222195881026
942,0.016185147809682353
943,0.25716511521245067
944,0.2538394573061431
945,0.00656118853785518
946,0.0022659222195880947
947,0.005959721396414672
948,0.0045266306991570806
949,0.0009652350387013728
950,0.12923198344738854
951,0.36822162308887396
952,0.19521783079042185
953,0.18528168870291245
954,0.0024159714928011543
955,0.03799518726405749
956,0.08700050148850366
957,0.03203546586764286
958,0.008959616863771707
959,0.009558735780192151
960,0.07188342650953822
961,0.13420599549162315
962,0.6893659725270308
963,0.07188342650953823
964,0.0016668033031677027
965,0.18528168870291234
966,0.04758601069999186
967,0.166241461359266
