,EC_Multi_layer_left_hbo
216,0.27000640826971145
217,0.28734765216549524
218,0.004679744785011293
219,0.26301874152379867
220,0.01998290898684861
221,0.20349165857567417
222,0.026673602693615864
223,0.0248531598057633
224,0.888751066229915
225,0.7330350975988494
226,0.6602922969669197
227,0.08393274053337746
228,0.906490673864275
229,0.4990810730691016
230,0.025506238933881598
231,0.15477661906318946
232,0.22092847767164495
233,0.2921255554686497
234,1.0
235,0.32226301718704375
236,0.13246576244341973
237,0.7671710678632319
238,0.04514127823249169
239,0.057137823086911205
240,0.22093064376320967
241,0.04632747857323823
242,0.4990761798805239
243,0.5853325949929782
244,0.3329658121887425
245,0.14265773576701035
246,0.07119707779700468
247,0.11749908782538776
248,0.5486762254802325
249,0.614356230801902
250,0.23214041809510122
251,0.08276966723157832
252,0.16083379553448146
253,0.10465351173148488
254,0.011001869018336833
255,0.11065315490418422
256,0.602845493198516
257,0.3319049873484258
258,0.36962727073756935
259,0.060255517424810515
260,0.1267206921035643
261,0.1469259935508612
262,0.057618449302678315
263,0.026673602693615864
264,0.046151765759928395
265,0.2031415310295247
266,0.3780327737223619
267,0.009688960758638428
268,0.13917126690661646
269,0.7639921049809132
270,0.2823370942377861
271,0.005136274239129439
272,0.9769262474355271
273,0.48961288303720196
274,0.009388567177101912
275,0.23434878155299477
276,0.00938856717710186
277,0.21757314438847977
278,0.7489720026686462
279,1.0
280,0.07860793650993152
281,0.6692873822545263
282,0.01849650531926545
283,0.02251194480723276
284,0.8649803608824965
285,0.3169821123528331
286,0.017033087390641622
287,0.37536747784529473
288,0.3354313855997497
289,0.27768890125302753
290,0.03576191315372148
291,0.15609444332674044
292,0.5648287772121846
293,0.5243960403155067
294,0.006204308407997341
295,0.0701820055916941
296,0.04105324490807513
297,0.18946129936689005
298,0.15574084504306318
299,0.09388262821859351
300,0.01237947762599139
301,0.004855883464206199
302,0.0025741820786287966
303,0.002014717413685182
304,0.15684668254013917
305,0.35888237607258794
306,0.022628378450594008
307,0.029118678369286943
308,0.005259782197631363
309,0.05136705554216606
310,0.006176341210676065
311,0.004198157813349117
312,0.4399510478706706
313,0.2569577705739338
314,0.24973462252314468
315,0.00982158856222017
316,0.019665817730008313
317,0.008405993168631092
318,0.0016512444606662474
319,0.427441832525704
320,0.00020321291217214257
321,0.00295406189945688
322,0.011986684265183284
323,0.003253415131579412
324,0.16120155587800766
325,0.06857655782679088
326,0.0009090238703872002
327,0.0004754165285396493
328,0.025615495453255626
329,0.002195622886156004
330,0.005136658883343404
331,0.007611363427756512
332,0.04026162386338172
333,0.12017320634867178
334,0.002248250941241563
335,0.42744183252570417
336,0.008377025419796052
337,0.23247319696818783
338,0.00680460148416125
339,0.18805348212344333
340,0.002248250941241589
341,0.34513341472479503
342,0.006838184418744454
343,1.0
344,0.23247319696818766
345,0.8074394887497126
346,0.6771764550488489
347,0.004854694612053626
348,0.584254051709192
349,0.0026064436708120916
350,0.5438709533751774
351,0.006097773948353363
352,0.29246491655350026
353,0.20408061966674557
354,0.06309842274819662
355,0.031639480686720026
356,0.02832296740671839
357,0.6515586689313984
358,0.004258058373480305
359,0.009486180013490667
360,0.004258058373480493
361,0.3979429176279449
362,0.33747596236351185
363,0.016253971957472888
364,0.18697160623318548
365,0.0998787551758618
366,0.6366634143405602
367,1.0
368,0.10377766812124573
369,0.07245110431357851
370,0.09375328679747434
371,0.01295946843148858
372,0.24988106687727768
373,0.05628500859151122
374,0.7518350967531832
375,0.11224884825570772
376,0.7346485462104664
377,0.057630221910343456
378,0.014202002858796796
379,0.023251426393983195
380,0.15874667524475805
381,0.12875842347463554
382,0.05270151646370396
383,0.05593855390806146
384,0.33747596236351174
385,0.012617367896838889
386,0.023656111643912694
387,0.7413345740367824
388,0.28577888872718415
389,0.27912304353253486
390,0.03144472818440895
391,0.005663553606194602
392,0.014114584369790687
393,0.03554597933428701
394,0.4177547814996403
395,0.17553147869777758
396,0.07326764456610041
397,0.07404058284213563
398,0.18273683060026835
399,0.0006480261678941321
400,0.03735726720082499
401,0.07429606528039778
402,0.04226613886215596
403,0.10364286583559346
404,0.40094623686656405
405,1.0
406,6.00918392458932e-05
407,0.017542939039739167
408,0.0036793917060466692
409,0.005373676526960716
410,0.2969672362545098
411,0.018876693972253025
412,0.40094623686656394
413,0.5200141327154741
414,0.00025361969233016733
415,0.00014987505485887723
416,0.4009462368665641
417,0.00034953823760528743
418,0.001978317745011702
419,0.14794454747894045
420,0.10541597594847145
421,0.22065184428767406
422,4.858117170409773e-05
423,0.5410711768223575
424,0.7712471333178649
425,0.009723094794279769
426,0.38249628036402356
427,0.1281996751888405
428,0.0008717833102437526
429,0.31974280689285006
430,0.0012547305355596421
431,0.1281996751888406
432,0.0001211662992121502
433,6.009183924575196e-05
434,0.0018247764961025895
435,0.007033775391563058
436,0.2584956692587348
437,0.036720068457524666
438,0.0003615115146429871
439,0.0005030794865142366
440,0.17969270021502087
441,0.08434104217128921
442,0.023681649233179995
443,0.10463053531334018
444,0.014675044976374913
445,0.03584617153490772
446,0.25557700999684957
447,0.3059756581088809
448,0.13100268034784066
449,0.23450302147086508
450,0.1343014340766289
451,0.4396970633801344
452,0.053633478072017064
453,0.018801343415398707
454,0.15681326140873103
455,0.2851317634894046
456,0.06419769714665852
457,0.09600306643150253
458,0.04786579561934866
459,0.09337868806730336
460,0.31999524082149455
461,0.40938946470431753
462,0.003268060692938491
463,0.41613444383724535
464,0.6964804619370015
465,0.049203379083483184
466,0.0235412616288125
467,0.5893968101135715
468,1.0
469,0.0016072911939690687
470,0.3046270575121917
471,0.1310084472026017
472,0.0006580080815229949
473,0.5196576597466884
474,0.26637584922521224
475,0.1800073454092535
476,0.054981592205653226
477,0.04592532303921745
478,0.012305070314302698
479,0.009695017702886981
480,0.00637547576682453
481,0.7473950467432584
482,0.12471110800936756
483,0.009637544496683727
484,0.20718295461561617
485,0.03845205095880963
486,0.00010228068545969057
487,0.4065261178224729
488,0.01436156853825622
489,0.02637432954354989
490,0.0005535454836815316
491,6.286373007708109e-06
492,0.1855946645328375
493,0.14126607196870503
494,7.559791213837612e-06
495,0.004300345347308629
496,3.0675598072455675e-05
497,0.41981897669569934
498,0.09159197914648023
499,0.3672664225469927
500,0.49350545381799193
501,0.16367757415193043
502,1.8007264162331185e-05
503,1.0522282717549423e-05
504,0.0593061777757232
505,2.6391386831035575e-06
506,7.306863142223818e-05
507,0.3008165275212245
508,0.08906002222457228
509,0.03845205095880963
510,2.481085173824074e-05
511,0.5740043903840684
512,0.04846153143482428
513,1.0
514,0.4065261178224726
515,0.0014371438886596755
516,2.6391386830983673e-06
517,0.0003039939859010433
518,0.9683366888799274
519,0.4198189766956993
520,0.00017056181678804397
521,0.007834625590620582
522,0.0010145397498505055
523,2.6391386832687903e-06
524,0.0024087068598465282
525,0.00042592303959902456
526,4.109166446007274e-05
527,7.056592646253549e-06
528,0.00012679295680832094
529,0.027104939905829364
530,0.09830451223227205
531,0.001918799501052722
532,0.0011332610093639478
533,0.0012583505424043036
534,0.00036693536421768963
535,0.16459238032442333
536,0.003727098107625089
537,0.012202325240082829
538,0.0003032213391270084
539,0.29531295066443614
540,0.0005983512689942913
541,0.0005742929590795239
542,0.0053863006465545045
543,0.0024436764253352792
544,0.012261623300040736
545,0.003967930304658494
546,0.211903882181996
547,0.5067614206565031
548,0.008913237041708095
549,0.0010180890747328898
550,0.02400689851768673
551,0.0007844738864060196
552,0.0016592025389293961
553,0.0018760444454799007
554,1.0
555,0.040813706522904794
556,0.020268237173409108
557,0.0008775142982063339
558,0.4181531457297542
559,0.21190388218199574
560,0.010038560134385595
561,0.002434727766919337
562,0.004588748214973023
563,0.009055046473404669
564,0.0002502024653812214
565,0.00024014240740953394
566,0.5067614206565029
567,0.5416391850248238
568,0.029479690636466386
569,0.07049974617557583
570,0.004804485242315972
571,0.4181531457297542
572,0.7067467972532098
573,0.007664903318135898
574,0.0011571197843953278
575,0.5348814953309967
576,0.003898141857381462
577,0.0676336374761259
578,0.2522986667420661
579,0.0032207332147251608
580,0.018567200597141637
581,0.005514891933260025
582,0.11468921357005427
583,0.5102898505944787
584,0.6279447039188355
585,0.2969695493650643
586,0.007801794384826289
587,0.04387824814325349
588,0.011799952203973606
589,0.02326091007319364
590,0.0607303143077978
591,0.11353975569900158
592,0.013124686417722476
593,0.21441985668074454
594,0.08866140044535462
595,0.036790575075726986
596,0.02041736452962551
597,0.007152861054940843
598,0.030990063014681605
599,0.1170805329002405
600,0.002124181924156832
601,0.211001972891535
602,0.10601395246359255
603,0.2094787319487854
604,0.49442227088808877
605,0.0001825296363585803
606,0.29641382260324733
607,1.0
608,3.913797846767708e-05
609,0.3849908957230133
610,0.013021785290054162
611,0.0006296044603667546
612,0.0003412524791987464
613,0.0032207332147249626
614,0.2729445983382054
615,9.314302086605952e-05
616,0.30322985410887593
617,0.6625862201920989
618,0.05359451329001569
619,0.10618416948719712
620,0.4077868171705493
621,0.28331323967424926
622,0.04425710569371793
623,0.41037774600178367
624,0.3895969946389032
625,0.7185151123017979
626,0.09285381737826871
627,0.5370825587455385
628,0.46525415625438277
629,0.23680255459478017
630,0.24135888538668995
631,0.14403222166564045
632,0.7208345546584186
633,0.43356220922794136
634,0.10618416948719722
635,0.2449110352036505
636,0.6572364865039338
637,0.04025790619776982
638,0.17390701731716604
639,1.0
640,0.4335622092279413
641,0.16709101979041055
642,0.10207786737808103
643,0.12283391409669306
644,0.2872723454304772
645,0.16511556694629703
646,0.14692574441465098
647,0.20171661983813233
648,0.04425710569371771
649,0.12361435602390977
650,0.2315187954645318
651,0.24632844746805851
652,0.5681501805858572
653,0.24632844746805865
654,0.23413764417224397
655,0.3082582113357832
656,0.5201310461379881
657,0.12283391409669299
658,0.3525126169552558
659,0.17792428217451609
660,0.09405634141079768
661,0.21842095636249742
662,0.14261793026989042
663,0.001418359701727742
664,0.7485038108641182
665,0.40548013437541447
666,0.03030616250847542
667,0.003349946810711097
668,0.6113905036779542
669,0.6822589979209227
670,0.2221465687105791
671,0.09413411750758266
672,0.19394531252578287
673,0.08856535873627133
674,1.0
675,0.5158766039866564
676,0.15387758845230012
677,0.5028897352318796
678,0.006493697882057887
679,0.011987165829486947
680,0.25886131972703613
681,0.008469394174094974
682,0.45806890900561265
683,0.7403124538330299
684,0.3634351258341929
685,0.21292234628471574
686,0.09413411750758259
687,0.4573232018506818
688,0.4233976781938863
689,0.20917771470564092
690,0.02181813859428048
691,0.2633778893248991
692,0.11273748495875834
693,0.03997513819710885
694,0.020003402499096042
695,0.43061958420647095
696,0.3368415501905078
697,0.6220579443146845
698,0.06465817007509198
699,0.008469394174094935
700,0.029756939539190896
701,0.20161037782925625
702,0.22233026385297217
703,0.009237749223330812
704,0.01696980768398696
705,0.4664619529144836
706,0.019619224415051213
707,0.3283980921652474
708,0.05144130115838065
709,0.06724225162898699
710,0.024003870991975686
711,0.05841741821706922
712,0.2586956344491834
713,0.159774496978309
714,0.0073270583240946825
715,0.055594081060545454
716,0.018450068918124625
717,0.003099338943851087
718,0.09811618565337904
719,0.18970975789339758
720,0.10429487943537377
721,0.11589211917448468
722,0.007178213069723518
723,0.003099338943851098
724,0.11134952782440764
725,0.4317702628420805
726,0.008470997682444494
727,0.06600047027646067
728,0.4393766181224569
729,0.03696803808141272
730,0.03100257674547339
731,1.0
732,0.5692112800755438
733,0.017795218493432473
734,0.007178213069723515
735,0.0257614095996658
736,0.013525736211796776
737,0.5735627934131071
738,0.02754277346150296
739,0.43177026284208064
740,0.18702245394413947
741,0.10475460508880753
742,0.04121455325871128
743,0.05189819315239811
744,0.8789431668686922
745,0.20140440001571674
746,0.011892150536873031
747,0.013385990710174725
748,0.08368154879363618
749,0.9740331906831826
750,0.2561476547557234
751,0.2613891630400558
752,0.2721423182004912
753,0.46597928715172765
754,0.3670069051418808
755,0.02602436123444254
756,0.3457735448083649
757,0.09235679861084142
758,0.03360068341113085
759,0.13652940756834803
760,0.08104630105632481
761,0.06345926763850841
762,0.04553272739893765
763,0.8009447215710342
764,0.32846384048617727
765,0.6634783890102182
766,0.124075643802222
767,0.050882865416897384
768,0.1796752901382808
769,0.19693076753613523
770,0.04211565927119325
771,0.01867276742885504
772,1.0
773,0.27208951362637834
774,0.02076339654108278
775,0.8949303004507784
776,0.6246048627932005
777,0.19762786350496966
778,0.04842693087598121
779,0.4742014293597298
780,0.12871828981230377
781,0.03431742810000131
782,0.118086954745433
783,0.06960812534036083
784,0.16973637185540424
785,0.16318462233752967
786,0.3670069051418811
787,0.008514975860062276
788,0.23952294802014712
789,0.48020707101133087
790,0.08193379819066222
791,0.05278679373731607
792,0.07475284595022112
793,0.07264699353994353
794,0.3669935468505373
795,0.0007811777566279823
796,0.18705970656053678
797,0.36544625984252244
798,0.05234606602337005
799,0.051986630142464185
800,0.7063973589102751
801,1.0
802,0.03904465713671171
803,0.030575781445856837
804,0.03057578144585687
805,0.07441975033211287
806,0.36158116033212445
807,0.37040458751974475
808,0.4783752244157356
809,0.920391122240105
810,0.00759593587060297
811,0.0031069275303706794
812,0.4090249816872278
813,0.010129942838501379
814,0.07373442190064056
815,0.7236351089527445
816,0.4090249816872279
817,0.5265724906992176
818,0.0038881052869987106
819,0.09188450217821258
820,0.17761016268560123
821,0.18194426664388919
822,0.0019098534114119657
823,0.2502476132007697
824,0.1802687493474997
825,0.05041910624463064
826,0.075991044491107
827,0.037583056820783396
828,0.024766073692407173
829,0.0985004955930478
830,0.13343976098808574
831,0.01157580322122563
832,0.19039869218600092
833,0.1956674174062699
834,0.020705032870904024
835,0.03057578144585691
836,0.5571217984327925
837,0.0003252388104608051
838,3.959836554664312e-05
839,8.576021047530527e-06
840,0.0005215321408573563
841,0.010999560427955211
842,0.021786968133157673
843,0.1088581146670308
844,0.0032129166735450324
845,0.0013054433415432983
846,0.021303455477302436
847,0.5571217984327925
848,0.216575127010104
849,0.1421898383491266
850,0.0007650319548915208
851,0.006508501305983798
852,5.379926338950366e-05
853,0.000836650235443134
854,0.17802034761500193
855,0.4579427822118917
856,0.0017564640207900532
857,0.0025301101140793474
858,0.38873928038597466
859,0.00029739797161668183
860,0.0003651408113427223
861,0.0001742629138448417
862,0.2929859456878215
863,0.21657512701010387
864,0.0002027400291351064
865,0.07278578236586988
866,8.313627985308181e-05
867,0.009755763672002971
868,3.3338362505075033e-06
869,0.28002859540961933
870,1.8727276377637687e-05
871,0.216575127010104
872,0.6114925407428942
873,0.0037924485494699916
874,0.21657512701010395
875,0.00013839420430074374
876,0.0003022085065566018
877,0.04504563292509556
878,1.0
879,0.00011748031736530196
880,0.0007467666735057907
881,0.1384490381637409
882,0.4075211496037092
883,0.20035235745777738
884,0.027371737881322473
885,0.05211286553678988
886,0.2505508011263836
887,0.8309952654150077
888,0.036738370093490465
889,0.07190774877385848
890,0.0018278564034782852
891,0.613271725270723
892,0.005067882214840101
893,0.0010153621490617618
894,0.19707438547795067
895,0.007360619057386802
896,0.5215483965571668
897,0.3724857631054428
898,0.0006921862409820349
899,0.0003394490250484206
900,0.10989205347062869
901,0.02937775103610327
902,0.007295352460502306
903,0.018016544062484565
904,0.10018461720862717
905,0.19310843395580263
906,0.4904012893505346
907,0.3388808980655404
908,0.6910277469179149
909,0.0024852959724344474
910,1.0
911,0.18742428840296224
912,0.001354811174109876
913,0.014884776612712845
914,0.21307743892137515
915,0.2505508011263833
916,0.009061642465136731
917,0.002623977117615092
918,0.40854777874486303
919,0.16649186046214826
920,0.9354733369806237
921,0.458757330608345
922,0.0037272667164046517
923,0.00013868114518055747
924,0.18733463309380263
925,3.804581773691942e-05
926,0.3173891193023307
927,0.2647574624771144
928,0.006625546972941107
929,0.0032809077288557054
930,0.025866410329050515
931,0.3768470935147979
932,0.00010775044646571408
933,4.2799781065592955e-05
934,0.01264290515190928
935,0.6665392690509669
936,0.05327284657980401
937,0.20976587152298876
938,0.00033483693356363707
939,0.0002030901446716509
940,9.866153534893824e-06
941,0.0004640764012768722
942,0.41328625734967106
943,0.16416230198763532
944,0.00017580106244556985
945,0.23051878512675197
946,0.027107604740272156
947,0.0008334970669093372
948,5.26659346004682e-05
949,0.00163429136723098
950,0.012642905151909165
951,0.7990419216334355
952,2.4838502016054637e-05
953,0.11480911480195513
954,0.031487572565138844
955,0.31738911930233055
956,0.07927143358072859
957,0.05484544413574376
958,0.47162368245264424
959,1.0
960,0.013399216015677827
961,0.5803418007686327
962,0.010274451154036381
963,8.066986275828465e-05
964,0.23051878512675195
965,9.578212189975473e-05
966,0.03182910381369371
967,0.14968822521576672
