,EC_Multi_layer_right_pli_alpha
743,0.4614363422520619
744,0.018208274385718204
745,0.006385203825665059
746,0.17127791644236492
747,0.03932536956538379
748,0.29086953851358516
749,0.1119178256029182
750,0.3376187425513079
751,0.337618742551308
752,0.01093049379403173
753,0.06310147009954796
754,0.03778555554913383
755,0.04264670000840106
756,0.29086953851358516
757,0.29086953851358516
758,0.5247609229723044
759,0.010930493794031758
760,0.010930493794031739
761,0.032375257698765626
762,0.7490662352608044
763,0.06751094739971959
764,0.016524174611290018
765,0.033195891749387925
766,0.2908695385135851
767,1.0
768,0.3376187425513079
769,0.3376187425513079
770,0.014398325230799246
771,0.25289880043639495
772,0.2248349530876362
773,0.01652417461129005
774,0.0489432976570577
775,0.2998327754579748
776,0.0983236046036254
777,0.17716912295397322
778,0.3376187425513078
779,0.2908695385135852
780,0.1771691229539733
781,0.25803084483702426
782,0.02130423898814817
783,0.8615325568585158
784,0.19996208412351393
785,0.5157044916012216
786,0.13901472017492417
787,0.02130423898814828
788,0.29086953851358516
789,0.6659433400782487
790,0.29086953851358527
791,0.22483495308763624
792,2.0551478583021757e-05
793,0.2639990313128732
794,0.2639990313128732
795,0.008146358757302196
796,0.28377700855915927
797,0.26399903131287333
798,0.07491685536848307
799,0.03330569300107545
800,2.05514785830719e-05
801,0.0749168553684831
802,0.026011645954553696
803,0.2639990313128732
804,0.2639990313128733
805,0.008084602277233044
806,0.2639990313128732
807,2.6332155622415106e-05
808,0.2639990313128733
809,0.09038296472239928
810,0.00022744019428196362
811,0.2639990313128732
812,0.2639990313128732
813,0.0007836722531522158
814,0.2639990313128732
815,6.951663576815004e-06
816,0.2837770085591593
817,7.472460351580361e-06
818,0.0006690098416462436
819,1.0
820,1.9727222943947546e-06
821,1.972722294441507e-06
822,0.0023117493187968566
823,0.2639990313128731
824,0.028489278670889243
825,0.008792670689487688
826,0.030623605840628492
827,7.784679542494068e-05
828,0.0006102995808005481
829,0.10791433032618171
830,0.3163493251176616
831,0.009451389927834685
832,0.00020688871569891177
833,0.002495157785508565
834,0.0025341374864870816
835,7.472460351717336e-06
836,0.2989533055371905
837,0.09814456043406959
838,0.024469141338091492
839,0.3318768569769518
840,0.00731513068667914
841,1.0
842,0.022282258838872162
843,0.02228225883887226
844,0.041669593691638716
845,0.14143062008558602
846,0.11012941094797703
847,0.10882515770078091
848,0.0062311928895191675
849,0.0009518293740890201
850,0.3721317877149584
851,0.1393849571817327
852,0.13353228687172305
853,0.32829394629945025
854,0.04851234426827964
855,0.011984850513907566
856,0.036506462117263
857,0.0009518293740890277
858,0.0073151306866791445
859,0.36402058677769955
860,0.2989533055371906
861,0.003582910677501763
862,0.2989533055371907
863,0.09814456043406954
864,0.041669593691638834
865,0.4245736442992284
866,0.0031838730546186645
867,0.02446914133809155
868,0.07453424473374884
869,0.020843365081119582
870,0.0026147679792359827
871,0.2989533055371906
872,0.006231192889519199
873,0.008746409324819055
874,0.1112500280328508
875,0.108825157700781
876,0.13938495718173274
877,0.32829394629945013
878,0.0026147679792359957
879,0.02228225883887223
880,0.27985868046706247
881,0.24357729252803603
882,0.3420732663571366
883,0.07501773088368573
884,0.7223927961504147
885,0.03384459427876805
886,0.7120617612769904
887,0.34207326635713664
888,0.24711126337203776
889,0.14937163709565646
890,0.08495915115424527
891,0.31859502341172163
892,0.029062254342262304
893,0.09573217294576618
894,0.46267598493348994
895,0.11552704281688846
896,0.0943630944852918
897,0.0065849195079139096
898,0.3377260200634154
899,0.10531611560613884
900,0.0989396062404745
901,0.01311156969763985
902,0.03384459427876799
903,0.1942949130966419
904,0.03651981357820911
905,0.006584919507913942
906,0.03832971175230887
907,0.04152933408801336
908,0.24711126337203776
909,0.03384459427876797
910,0.24357729252803614
911,0.036025827665437764
912,0.3420732663571367
913,0.03602582766543774
914,0.2193031091922994
915,0.006584919507914059
916,0.01925002669176458
917,0.08751018280113744
918,0.01608867737951122
919,0.07501773088368559
920,0.15826908543120427
921,0.005503506422575734
922,1.0
923,0.2758563844821871
924,0.19533794341090213
925,0.053696346630278155
926,0.01137618523282224
927,0.05369634663027823
928,0.07076884691632616
929,0.20659220727945976
930,0.1781768438487366
931,0.040818628708056026
932,0.013395183281660566
933,0.3633454575663879
934,0.14836689931703734
935,0.0759441677740969
936,0.07547609386123977
937,0.03666512586301611
938,0.36191594538575095
939,0.064485040887365
940,0.06448504088736497
941,0.11387289670674292
942,0.12893333526257927
943,0.36191594538575106
944,0.5318430268021948
945,0.03666512586301607
946,0.07069591645926473
947,0.6416247735748661
948,0.03143322469723408
949,0.27342665357670126
950,0.10130840138567652
951,0.5038568744989911
952,0.20983924234990853
953,0.36191594538575117
954,0.11278483092130473
955,0.23221423651126627
956,0.3562521544198735
957,1.0
958,0.037011862705809195
959,0.04121241706543503
960,0.4695208475418944
961,0.1483668993170375
962,0.19553945555202515
963,0.1823538370734122
964,0.01339518328166043
965,0.09670932742723609
966,0.027316001863814
967,0.2672148841747148
