,EC_Multi_layer_left_hbr
342,0.18113405019135678
343,0.14441374899311488
344,0.2894175339098367
345,0.05973183109708128
346,0.6783646702582249
347,0.0982594530855411
348,0.398422466955716
349,0.005358403168860887
350,0.2647487125426684
351,0.03584747521851387
352,0.0490490403801723
353,0.16667831925862148
354,0.23883750382071983
355,0.6429378967983175
356,0.004575442418076541
357,0.010531786771463596
358,0.407160423132278
359,0.3429440880233418
360,0.7893912062637772
361,0.008397576737510034
362,0.1666783192586216
363,0.25587839037475824
364,0.5497579104767502
365,0.9372048353764976
366,0.020555917794697197
367,0.034737169866005044
368,0.019666701283998084
369,0.0908381524761159
370,0.4981140281313261
371,0.7239778441640965
372,0.012578591829560275
373,0.21640127195950665
374,0.03946383885639248
375,0.4344412318025575
376,0.006751011630653496
377,0.0397356521974364
378,0.9301612356196701
379,0.11290143934234964
380,0.0567266445435248
381,1.0
382,0.315003495388606
383,0.16329279807052696
384,0.004209033326475319
385,0.4256899495224746
386,0.13685050655873673
387,0.002937372017951156
388,0.0029329178087341245
389,0.0012761155177412394
390,0.45137633297514573
391,0.75010451115562
392,0.1368505065587367
393,0.11999016471841868
394,0.0012761155177412032
395,0.3836613724877112
396,0.01618972653910633
397,0.5167698501651311
398,0.032104815087149276
399,0.15169882322722505
400,0.15001500162349363
401,0.2974851907342087
402,0.07507742540395247
403,1.0
404,0.017685953113539443
405,0.04244181103836966
406,0.07215067418139332
407,0.40352661537341744
408,0.19089542353646888
409,0.26604340489065326
410,0.09317220247752062
411,0.06251284335256244
412,0.43990892430678485
413,0.13942605236296404
414,0.04979694312937811
415,0.11950005956803819
416,0.08416365106966238
417,0.007076347701262698
418,0.5443915272960412
419,0.12396523632182119
420,0.06635744666305163
421,0.24141503351851976
422,0.17314335621264262
423,0.031285559995994444
424,0.04466397718551674
425,0.6384368343558174
426,0.016189726539106292
427,0.015776594868496835
428,0.30640187633992955
429,0.03785983452172797
430,0.006746430877626914
431,0.03367481836875089
432,0.07215067418139325
433,0.06382959734948795
434,0.26604340489065326
435,0.16815382343386684
436,0.41671061344555876
437,0.8002079181519074
438,0.006746430877626961
439,0.016981443411657218
440,0.009666890912830847
441,0.0920301504442962
442,1.0
443,0.037334732012969274
444,0.14309861476611357
445,0.27212813126794055
446,0.07099880645724095
447,0.584878920689055
448,0.24580717181833672
449,0.21791292795499992
450,0.20912674816192003
451,0.03655814245949373
452,0.13041308802739948
453,0.03611213406519119
454,0.578293558786863
455,0.13338439060764368
456,0.8139509702756103
457,0.9571736827060122
458,0.024304814206648397
459,0.04622003980737271
460,0.4333534810527666
461,0.007807691099369116
462,0.4063618976392504
463,0.09062580429721338
464,0.15769849292588978
465,0.5112430302364566
466,0.012221739200771343
467,0.0719575115774627
468,0.39807016344285573
469,0.02992574797251262
470,0.023244378567145847
471,0.20912674816192003
472,0.16899811385630037
473,0.03655814245949371
474,0.04622503337232455
475,0.09034843433557688
476,0.0361121340651912
477,0.0868328941174572
478,0.5028526075886445
479,0.5028526075886449
480,0.22323441412668582
481,0.08790533695919017
482,0.018773867346345154
483,0.005082786759716051
484,0.018506469186794543
485,0.0923751319898397
486,0.01718186449033287
487,0.08708986269797478
488,0.1638255377406208
489,0.3042411205323677
490,0.00946850005669114
491,0.0004510609793293955
492,1.0
493,0.7102162322335916
494,0.00025861514221163295
495,0.18198537060145883
496,0.0056631637142058764
497,0.04420650701270121
498,0.39917488014434777
499,0.39909139995341375
500,6.978443199643866e-05
501,0.21249854590969267
502,0.002775923907856582
503,0.0015048989831255772
504,0.41863676724056126
505,0.03867162662964693
506,0.013527631009417842
507,0.5075964715435151
508,0.7522561522162542
509,0.2973226275040426
510,0.003963862254350274
511,0.24329504862093854
512,0.48199641721064346
513,0.08708986269797467
514,0.018506469186794525
515,0.031360993426414775
516,0.00016669446512444417
517,0.16707433351000733
518,0.04420650701270114
519,0.31492208370063646
520,0.09903929749123629
521,0.16382553774062095
522,0.054590356236994104
523,6.978443199665188e-05
524,0.0071929602053982114
525,0.02032182511088522
526,0.0008188367555340137
527,0.005125966065241262
528,0.017534021452404774
529,0.5814896626179238
530,0.5418615922444596
531,0.11839849545206224
532,0.14860807897504408
533,0.2250750601834801
534,0.011407599194417792
535,0.2795957814243889
536,0.20776349543698253
537,0.29976000032722044
538,0.0028817179378735572
539,0.399517182973935
540,0.009677064351320446
541,0.18774038405645707
542,0.24297122025626652
543,0.12693729803305492
544,0.18053777044511438
545,0.3829023687790928
546,0.001486940927750841
547,0.0006296646100128998
548,0.19086951853930395
549,0.011407599194417733
550,0.5159911413286701
551,0.19757423028377485
552,0.23859610621302182
553,0.08366539540234166
554,0.06941036329979829
555,0.722138468551806
556,0.37317671131800734
557,0.0629300373311412
558,0.1231109181604862
559,0.026938827210272555
560,0.06293003733114119
561,0.10380530519260595
562,0.0795011244255409
563,0.07950112442554082
564,0.0053181808401236855
565,0.03172919179052456
566,0.0408003265868358
567,0.22131371417711304
568,0.30579899220586715
569,1.0
570,0.05739385781467589
571,0.21850320662448228
572,1.0
573,1.1789114229009532e-05
574,0.005091609023596894
575,0.4509248657270113
576,0.0015271755520067439
577,9.764258018515339e-05
578,0.29817614102841733
579,2.8113002286573823e-05
580,0.0002827075088431861
581,0.00017521735847743773
582,0.12231481278660739
583,0.4193473933780927
584,0.4193473933780924
585,0.3974300522518259
586,0.0005384648410577095
587,0.00013664719762083842
588,0.00010364118206260118
589,0.0002563272171549132
590,0.1669864902563818
591,0.07002534941837002
592,0.00041783342699712353
593,0.05129239791359323
594,5.525077377361378e-05
595,6.952957789986077e-05
596,0.00019189797139375386
597,0.0008662209144882082
598,0.0914936682327158
599,2.9157047255069526e-05
600,0.002775570059110526
601,4.0946161483345885e-05
602,0.5400613941382347
603,0.2366866058802922
604,0.22647333789600757
605,0.02174710716777119
606,0.22647333789600754
607,0.8349148983260885
608,0.030587911518664825
609,0.7110480373478203
610,0.051194592248221246
611,0.0021351529721456517
612,0.00723102174645891
613,0.009119592704318797
614,0.24038656496558192
615,0.012151902825156598
616,0.1920460984853087
617,0.12490316426300425
618,0.08087101552672633
619,0.015976561824660427
620,0.12183856971559445
621,0.28573134550444923
622,0.045976226920806926
623,0.15517156782938152
624,0.5482481031201029
625,0.1218385697155943
626,0.06981875725654718
627,0.034484171996700085
628,0.39950613882499547
629,0.38347206081466795
630,1.0
631,0.6623995297038556
632,0.14596699849415495
633,0.3748932541919177
634,0.08945902748334142
635,0.04904574212471122
636,0.2857313455044489
637,0.015976561824660545
638,0.05591462776495274
639,0.5862675910009818
640,0.29291832024898984
641,0.5482481031201034
642,0.19985475057072127
643,0.02384253033574038
644,0.1871448839833532
645,0.553435084847126
646,0.1278988636265287
647,0.025561248290334303
648,0.03746764688186375
649,0.0852199709395358
650,0.05844567611233258
651,0.06854545546846522
652,0.15043574271574187
653,0.1607502883933889
654,0.2999437245348801
655,0.10782176128597991
656,0.13706465623715008
657,0.23598999629934753
658,0.01089955995671791
659,0.06854545546846527
660,0.0885537380447137
661,0.36930976224541373
662,0.03885071926217082
663,0.19818981977653977
664,0.5373086375015651
665,0.3984480678156157
666,0.19562712874224827
667,0.0829561747443407
668,0.34686640720217293
669,0.6835076529546077
670,0.07655617086899617
671,0.2552963798339299
672,0.07303909998307778
673,0.08188351094407009
674,1.0
675,0.2908626387842257
676,0.07844712346118861
677,0.6948972049161116
678,0.05256824910456658
679,0.12559031136754456
680,0.2860953219571373
681,0.016261718486296664
682,0.09504977539036095
683,0.5921164689645463
684,0.14518763032959298
685,0.4146199078304442
686,0.037065876419810406
687,0.43542915952820527
688,0.41856930309474877
689,0.22490090194581797
690,0.1949101378890564
691,0.05256824910456623
692,0.039784918244455916
693,0.22490090194581805
694,0.18729760951760707
695,0.15628816388856628
696,0.12571188022349425
697,0.24767470769164693
698,0.14187785296502398
699,0.17449702938809375
700,0.07839702988709754
701,0.18741728760608775
702,0.144048911224267
703,0.07839702988709746
704,0.016171787847792222
705,0.09843796927347602
706,0.015955900774227216
707,0.039206744552852835
708,0.19546204951165327
709,0.3021679026644417
710,0.01725398674840052
711,0.07961031432121102
712,0.3817103552267629
713,0.6867631568926196
714,0.005469271831760432
715,0.20322555123198144
716,0.1500014201031414
717,0.07082545261913763
718,0.23865217327431013
719,0.09843796927347613
720,0.11412585785172077
721,0.5371112369634867
722,0.01867631469236951
723,0.045278698077429486
724,0.28327238595328674
725,0.20322555123198147
726,0.07242066011892423
727,0.412474640070971
728,0.7880424385472998
729,1.0
730,0.05141662343623106
731,0.22492910921712547
732,0.4178250745662659
733,0.1717086233639743
734,0.034713586365172286
735,0.07782768254140475
736,0.013259655989564805
737,0.025556038206017387
738,0.03868334977268185
739,0.12749113973099022
740,0.0841593227627259
741,0.04183041833900801
742,0.07888070930962623
743,0.04707402214018003
744,0.010541217660667254
745,0.49269829339572047
746,0.018676314692369494
747,0.026677325077284455
748,0.3632487234848138
749,0.09015950429390089
750,0.8526809458277046
751,1.0
752,0.047425830357031414
753,0.059407091931615
754,0.183132471210913
755,0.28388241318047225
756,0.3164751014109399
757,0.18357219454561144
758,0.5186282412228894
759,0.1477502177359513
760,0.48023016229625626
761,0.10647719788767296
762,0.10048222105600042
763,0.022279036544506803
764,0.031715340069821095
765,0.11740650336515406
766,0.8773383376009094
767,0.6456793372377471
768,0.21302404237722072
769,0.2848865641939718
770,0.39769212237072527
771,0.17322950884477742
772,0.05229725178564651
773,0.3566321668974783
774,0.2848865641939717
775,0.013510981864460718
776,0.09202488773817147
777,0.020203773077954977
778,0.5089534758646193
779,0.8259584034518702
780,0.03840865097905048
781,0.24994190463477423
782,0.4298805712676219
783,0.6383131496101799
784,0.9335325167783398
785,0.6687355778710022
786,0.36874622487887404
787,0.0629427434139383
788,0.03920331885366008
789,0.15192808050070852
790,0.39769212237072527
791,0.013510981864460717
792,0.02590207569655727
793,0.26453307664673514
794,0.3671435081546182
795,0.0597017564883306
796,0.13097298595511833
797,0.30187994991773304
798,0.16439830342819603
799,0.1977665509239693
800,0.5596499997665265
801,0.8809384127816782
802,0.04692843671532677
803,0.10569847238136373
804,0.16439830342819597
805,0.5238881499838929
806,0.40900021592815716
807,0.8591331534533339
808,0.8762856781936658
809,1.0
810,0.15402357845428555
811,0.1526269090966907
812,0.4708270638187135
813,0.1592880929990613
814,0.6869418608046729
815,0.5648308357090049
816,0.3830555803219045
817,0.2042720175143232
818,0.11170464623367331
819,0.20560762609043867
820,0.47390551123385927
821,0.9802180689843248
822,0.0458581119496485
823,0.37892204444717026
824,0.11476975182273345
825,0.20428265067460044
826,0.5445817235394275
827,0.5036427447250871
828,0.2684691653767742
829,0.29803511863464854
830,0.08580257053711593
831,0.20238240683860748
832,0.41451257345023534
833,0.49495317193396426
834,0.10816546650463647
835,0.22729298626355424
836,0.3852366445838677
837,0.0014672693913135289
838,0.10535339179043429
839,0.11890932363152013
840,0.026808491852015982
841,0.03422735874808472
842,0.0002894265269095719
843,0.4917593590584459
844,0.01827749647738538
845,0.008334877604977534
846,0.06562734499441608
847,0.5340968870260316
848,0.2167908345299614
849,0.04941336072215277
850,0.005681735830495634
851,0.06604675919564966
852,0.4059017002272754
853,0.0040504831661651915
854,0.18721265240236593
855,0.4612265784980462
856,0.010802007887115569
857,0.1972552065919445
858,0.21679083452996142
859,0.0016440980038884643
860,0.0027611413660444295
861,0.0029017933744658205
862,0.02005696713106562
863,0.6226925347572367
864,0.0011207519750451938
865,0.10168029264016641
866,0.16539508858636437
867,0.026638250914635543
868,0.0560805255670405
869,1.0
870,0.06713414766644606
871,0.259553955382409
872,0.48596792396162825
873,0.1381628249786567
874,0.1547882111094876
875,0.2624347580089781
876,0.1350446022433322
877,0.0007130458599890375
878,0.9490885216005821
879,0.06713414766644621
880,0.6858686301359684
881,0.0012493481535415139
882,0.0006698779407943334
883,0.910347768688566
884,0.015381950474623223
885,0.012624713358843537
886,0.3758684187195428
887,7.15419738177742e-05
888,0.008672275530139483
889,0.008015104551404176
890,0.07352975905364817
891,0.018279176074175747
892,0.03201260783489002
893,0.2831844777627383
894,0.004578375711387934
895,0.0030259028086646773
896,0.0012743103516129853
897,0.002416482943580078
898,0.22959149871198112
899,0.37797923262509103
900,0.0035806475308984434
901,0.0033093118665497804
902,0.044271894960687785
903,0.004829995684439931
904,0.007430877659654833
905,0.009982371586413687
906,0.4128844290583734
907,0.02463014391369477
908,0.0012493481535415783
909,0.05293394492636276
910,0.4531120370140135
911,0.4128844290583734
912,0.17808799237438064
913,0.005212547567191874
914,0.37586841871954296
915,0.07948924980257567
916,0.004121565793105103
917,0.12820523420339175
918,1.0
919,0.0001732736058389211
920,0.00034812414494125236
921,0.18708290470200764
922,0.06431655690376872
923,0.013217507308578092
924,1.0
925,0.005851028403241727
926,0.0018286577596776405
927,0.17870174341969564
928,0.11098005062127846
929,0.05538854012946267
930,0.10828114928024404
931,0.001021875272102866
932,0.015522617205403313
933,0.0027739187570420755
934,0.020990644571045526
935,0.4787833678813614
936,0.04088493276314483
937,0.17487940532974844
938,0.03274186525142218
939,0.031271656463767374
940,0.0022265452836729717
941,0.008006470492691722
942,0.013024323846027546
943,0.005977526965972491
944,0.00712412129986014
945,0.38936995038202477
946,0.4783010695064011
947,0.0249249417740222
948,0.012748698448361217
949,0.01586617746683577
950,0.0023274693781479565
951,0.22963615299950613
952,0.004696453226253212
953,0.36512216379880513
954,0.0014102887546462608
955,0.049695746004238095
956,0.08401214961744027
957,0.2283974894239338
958,0.45895103935053305
959,0.7628461778606618
960,0.0036219763576066685
961,0.2970293784227229
962,0.01935003015586797
963,0.0014102887546462908
964,0.00648156908433372
965,0.015026913087415272
966,0.2970293784227231
967,0.0003978875239953226
